group_type	group_label	metric	target	n_pairs	pearson_r	pearson_p	spearman_rho	spearman_p
model_embed	bert_base_uncased | delta	all_var	p_cat	245	-0.029342983308228834	0.6476423424483672	-0.017375434135655878	0.7867001337989494
model_embed	bert_base_uncased | delta	form_sil	p_cat	224	-0.101688863813757	0.12917564660224343	-0.09798928757228277	0.14377280821840763
model_embed	bert_base_uncased | delta	form_var_mean	p_cat	224	-0.05240817834800121	0.43508368484266896	0.0013677606497221023	0.983759185893534
model_embed	bert_base_uncased | delta	k2_form_sil_ratio	p_cat	224	-0.036583049568474434	0.5859983501856688	-0.3099156248813557	2.2518024015654033e-06
model_embed	bert_base_uncased | delta	k2_form_var_ratio	p_cat	224	0.5508915019828973	3.5350430754989185e-19	0.22767170611151705	0.0005955829456361225
model_embed	bert_base_uncased | delta	k2_sil	p_cat	245	-0.4742719574072845	3.8142745185623715e-15	-0.38252282790294134	5.866322109777671e-10
model_embed	bert_base_uncased | delta	k2_var_mean	p_cat	245	0.22805107771798355	0.0003196310147528387	0.17627084745446434	0.005663350394551698
model_embed	bert_base_uncased | delta	all_var	p_eq	245	-0.022256224657860403	0.7288720078773859	-0.09836842583875881	0.12464591143101059
model_embed	bert_base_uncased | delta	form_sil	p_eq	224	-0.02150425860540668	0.7489056802605762	-5.559510502405655e-05	0.9993398175337088
model_embed	bert_base_uncased | delta	form_var_mean	p_eq	224	-0.089083856778911	0.18402339351037406	-0.1714991384962286	0.010126377005479508
model_embed	bert_base_uncased | delta	k2_form_sil_ratio	p_eq	224	-0.029413428293319336	0.6614937709058161	0.361236647093922	2.6168113784362375e-08
model_embed	bert_base_uncased | delta	k2_form_var_ratio	p_eq	224	-0.1702591834008812	0.010691780236394825	-0.23866076056874952	0.00031313402638822067
model_embed	bert_base_uncased | delta	k2_sil	p_eq	245	0.26243393842740553	3.1841851865604785e-05	0.3254455616303669	1.8831598167163253e-07
model_embed	bert_base_uncased | delta	k2_var_mean	p_eq	245	-0.1703995621954616	0.007515099654734187	-0.31492602885738	4.833462988329471e-07
model_embed	bert_base_uncased | orig	all_var	p_cat	245	-0.14667558269458433	0.02164563221838962	-0.12010524525291746	0.060500160858572356
model_embed	bert_base_uncased | orig	form_sil	p_cat	224	-0.026140591125895098	0.697191680446213	0.053231976291055166	0.427889563482469
model_embed	bert_base_uncased | orig	form_var_mean	p_cat	224	-0.5004873071064583	1.329576245002014e-15	-0.3284338736560026	4.950326475324822e-07
model_embed	bert_base_uncased | orig	k2_form_sil_ratio	p_cat	224	-0.06345816447226423	0.3444575394968823	-0.1954014540607045	0.003319400733357025
model_embed	bert_base_uncased | orig	k2_form_var_ratio	p_cat	224	0.6498557934153033	2.8890805822286036e-28	0.19284287325065785	0.0037638349547054724
model_embed	bert_base_uncased | orig	k2_sil	p_cat	245	-0.008239863243559721	0.897898225942766	-0.012429619255255962	0.8465150721308964
model_embed	bert_base_uncased | orig	k2_var_mean	p_cat	245	-0.24321042466209145	0.00012041815168445598	-0.27994719174916044	8.637916917796317e-06
model_embed	bert_base_uncased | orig	all_var	p_eq	245	0.1533496546391404	0.016294462836010794	0.14678228238212662	0.02154936720925109
model_embed	bert_base_uncased | orig	form_sil	p_eq	224	-0.14449608102282896	0.030627558033886598	-0.18761423499675942	0.00484287465932027
model_embed	bert_base_uncased | orig	form_var_mean	p_eq	224	0.25369179959490507	0.0001237092434756592	0.25482069844608074	0.00011510510478540251
model_embed	bert_base_uncased | orig	k2_form_sil_ratio	p_eq	224	0.008849116275074606	0.8952191746228583	0.1827173385427431	0.006097557692188417
model_embed	bert_base_uncased | orig	k2_form_var_ratio	p_eq	224	-0.17837356134959012	0.007445966546005858	-0.2249046399721716	0.0006969479548067272
model_embed	bert_base_uncased | orig	k2_sil	p_eq	245	-0.0656012730072582	0.30646241418262743	-0.0675578576940055	0.2922293315151849
model_embed	bert_base_uncased | orig	k2_var_mean	p_eq	245	0.16093491862675804	0.01164867938365165	0.1482324613616964	0.020277284101103063
model_embed	kanishka_GlossBERT | delta	all_var	p_cat	245	-0.026696217607685094	0.6775570521815946	-0.009072733233459956	0.8876429077769633
model_embed	kanishka_GlossBERT | delta	form_sil	p_cat	224	0.008041260314700215	0.9047373028107313	-0.02284588579342656	0.7338133656060086
model_embed	kanishka_GlossBERT | delta	form_var_mean	p_cat	224	-0.05370869892395371	0.4237580199403586	-0.0336544766618283	0.6163584480735714
model_embed	kanishka_GlossBERT | delta	k2_form_sil_ratio	p_cat	224	-0.12351958439750742	0.06497906595369511	-0.38868201843888905	1.709854323217615e-09
model_embed	kanishka_GlossBERT | delta	k2_form_var_ratio	p_cat	224	0.6206228979793854	3.047875012545909e-25	0.22850631506429206	0.0005677973198969597
model_embed	kanishka_GlossBERT | delta	k2_sil	p_cat	245	-0.5234592957248391	1.2255453624852633e-18	-0.3769421997166252	1.0858005920556363e-09
model_embed	kanishka_GlossBERT | delta	k2_var_mean	p_cat	245	0.20512890233160735	0.0012432897336426938	0.11308607198385148	0.0772791182033158
model_embed	kanishka_GlossBERT | delta	all_var	p_eq	245	-0.04675361743672905	0.4663284825157463	-0.12699225517194607	0.0470750828583625
model_embed	kanishka_GlossBERT | delta	form_sil	p_eq	224	-0.0731317406344393	0.27576949915371746	-0.06457211078048906	0.3360373724395347
model_embed	kanishka_GlossBERT | delta	form_var_mean	p_eq	224	-0.12060950478526264	0.07160821880700188	-0.17459856560131976	0.008827136344587337
model_embed	kanishka_GlossBERT | delta	k2_form_sil_ratio	p_eq	224	-0.01176709369530362	0.8609739617192759	0.3729809135306151	8.399263003192188e-09
model_embed	kanishka_GlossBERT | delta	k2_form_var_ratio	p_eq	224	-0.17118547973530504	0.010266844779697285	-0.26066634787090026	7.8827268739517e-05
model_embed	kanishka_GlossBERT | delta	k2_sil	p_eq	245	0.2119041889579699	0.000844296659566213	0.28713093174895826	4.926885206602473e-06
model_embed	kanishka_GlossBERT | delta	k2_var_mean	p_eq	245	-0.18996730041339543	0.0028312873936460177	-0.2814268944293169	7.704317314780694e-06
model_embed	kanishka_GlossBERT | orig	all_var	p_cat	245	-0.12461984018533451	0.05138688329861146	-0.11775976384127733	0.0657369173538426
model_embed	kanishka_GlossBERT | orig	form_sil	p_cat	224	-0.04390329733163785	0.5132899768601178	0.041487256437910715	0.5367622214398756
model_embed	kanishka_GlossBERT | orig	form_var_mean	p_cat	224	-0.42869387417199145	1.9888310970865357e-11	-0.3384070125130654	2.0981163357968893e-07
model_embed	kanishka_GlossBERT | orig	k2_form_sil_ratio	p_cat	224	0.18273021505397424	0.006093908751410417	-0.14146861470687105	0.03433488558821209
model_embed	kanishka_GlossBERT | orig	k2_form_var_ratio	p_cat	224	0.703827044763436	8.102627206420184e-35	0.208750507257142	0.001680880282189628
model_embed	kanishka_GlossBERT | orig	k2_sil	p_cat	245	-0.021215820596161818	0.7410833577423587	-0.07574624380665965	0.23750314026438754
model_embed	kanishka_GlossBERT | orig	k2_var_mean	p_cat	245	-0.18462038521234025	0.003732132397085451	-0.2507622081567281	7.230514050483068e-05
model_embed	kanishka_GlossBERT | orig	all_var	p_eq	245	0.1216231772263027	0.057297915281235554	0.12215914455020459	0.05620124373598156
model_embed	kanishka_GlossBERT | orig	form_sil	p_eq	224	-0.13927398409079206	0.037254634189807935	-0.17639792255815603	0.008142726432403075
model_embed	kanishka_GlossBERT | orig	form_var_mean	p_eq	224	0.20819830408326354	0.001730311785337562	0.25178809238068195	0.00013959608912141055
model_embed	kanishka_GlossBERT | orig	k2_form_sil_ratio	p_eq	224	0.03999286170785132	0.5515441435984775	0.25624394254354754	0.00010505567165763054
model_embed	kanishka_GlossBERT | orig	k2_form_var_ratio	p_eq	224	-0.2242439112023361	0.0007233998670210009	-0.33285197511953063	3.397080964511076e-07
model_embed	kanishka_GlossBERT | orig	k2_sil	p_eq	245	0.06509539330574596	0.31021546330705696	0.03444420869525738	0.5915859448962955
model_embed	kanishka_GlossBERT | orig	k2_var_mean	p_eq	245	0.10249246303304603	0.1095379220950655	0.1040810659150586	0.10411742811235607
model_embed	transfo-xl-wt103 | delta	all_var	p_cat	236	0.021178812432142646	0.7461925000307683	0.09593510540587064	0.14173814414716343
model_embed	transfo-xl-wt103 | delta	form_sil	p_cat	215	0.1531692486713239	0.02469890973079253	0.14773409417027755	0.030351304310947066
model_embed	transfo-xl-wt103 | delta	form_var_mean	p_cat	215	-0.005592161432558723	0.9350285702806541	0.01430946194664892	0.8347562691904008
model_embed	transfo-xl-wt103 | delta	k2_form_sil_ratio	p_cat	215	0.023913746312893322	0.727351998058375	-0.2543517990011988	0.0001632613186803019
model_embed	transfo-xl-wt103 | delta	k2_form_var_ratio	p_cat	215	0.6041256938171238	8.920914937513908e-23	0.2502986082017016	0.0002089861530352693
model_embed	transfo-xl-wt103 | delta	k2_sil	p_cat	236	-0.5416367340242438	2.1591429814614474e-19	-0.30920878825426706	1.2714210964993673e-06
model_embed	transfo-xl-wt103 | delta	k2_var_mean	p_cat	236	0.28262594757919113	1.0387347915616676e-05	0.1983734935738933	0.002200276559597037
model_embed	transfo-xl-wt103 | delta	all_var	p_eq	236	-0.04473848763134851	0.4939883829070655	-0.2080934788115503	0.001304048207733699
model_embed	transfo-xl-wt103 | delta	form_sil	p_eq	215	-0.1796832404771379	0.0082700091780937	-0.25449073392911953	0.00016187367585279667
model_embed	transfo-xl-wt103 | delta	form_var_mean	p_eq	215	-0.0625595119904218	0.3613216740161393	-0.1410495246842875	0.03878338721525517
model_embed	transfo-xl-wt103 | delta	k2_form_sil_ratio	p_eq	215	0.06624256822349435	0.33369068622822656	0.30620167663126546	4.785695337706537e-06
model_embed	transfo-xl-wt103 | delta	k2_form_var_ratio	p_eq	215	-0.2029836524622677	0.0027882670660288895	-0.265439088389621	8.136990847080532e-05
model_embed	transfo-xl-wt103 | delta	k2_sil	p_eq	236	0.19080720735199955	0.0032530406616446974	0.24154416924535893	0.0001792495020196761
model_embed	transfo-xl-wt103 | delta	k2_var_mean	p_eq	236	-0.17693089619163457	0.006426926309177866	-0.30089351376447165	2.5087508447020578e-06
model_embed	transfo-xl-wt103 | orig	all_var	p_cat	236	-0.1912008417312945	0.003188639354306482	-0.150831781963623	0.020444078141232967
model_embed	transfo-xl-wt103 | orig	form_sil	p_cat	215	0.2459774027518591	0.00027071217784126455	0.19873993413358168	0.003429548472323282
model_embed	transfo-xl-wt103 | orig	form_var_mean	p_cat	215	-0.41192031277272356	3.256743650894397e-10	-0.30408174272196303	5.606551796070503e-06
model_embed	transfo-xl-wt103 | orig	k2_form_sil_ratio	p_cat	215	-0.026873634828775556	0.6951923198256647	-0.3161058223997802	2.2469202308632193e-06
model_embed	transfo-xl-wt103 | orig	k2_form_var_ratio	p_cat	215	0.6863993683238396	2.71552372970007e-31	0.17982899194229257	0.008217006087252956
model_embed	transfo-xl-wt103 | orig	k2_sil	p_cat	236	0.08052516119176628	0.21776787486238727	-0.01240179563549706	0.8496886433788868
model_embed	transfo-xl-wt103 | orig	k2_var_mean	p_cat	236	-0.2577713445875508	6.153263640534375e-05	-0.31938412425228246	5.377901703388357e-07
model_embed	transfo-xl-wt103 | orig	all_var	p_eq	236	0.14796346148824358	0.0229950207659382	0.18197254425355386	0.005045367812703041
model_embed	transfo-xl-wt103 | orig	form_sil	p_eq	215	-0.18335778200525304	0.0070225511346067825	-0.29835864975153337	8.543473943410648e-06
model_embed	transfo-xl-wt103 | orig	form_var_mean	p_eq	215	0.21141954750853256	0.001825402304943284	0.25770239490148394	0.0001327092985757906
model_embed	transfo-xl-wt103 | orig	k2_form_sil_ratio	p_eq	215	0.049124351272379886	0.47365916531766195	0.3412437054809087	2.9091086338957386e-07
model_embed	transfo-xl-wt103 | orig	k2_form_var_ratio	p_eq	215	-0.16751036734373775	0.013922089173245908	-0.32024879042369747	1.6244034219026784e-06
model_embed	transfo-xl-wt103 | orig	k2_sil	p_eq	236	-0.0293544115413688	0.6536817217520983	-0.042435862943362594	0.5165044768136952
model_embed	transfo-xl-wt103 | orig	k2_var_mean	p_eq	236	0.18560235798870423	0.0042225509641792116	0.1884920076021081	0.0036562320492898475
overall	all	all_var	p_cat	1942	-0.08539951375419827	0.0001646539889480177	-0.043470777969108365	0.05544815917870065
overall	all	form_sil	p_cat	1774	0.00552627516112166	0.8160734007568475	0.017399343246767385	0.4639368253958155
overall	all	form_var_mean	p_cat	1774	-0.08280889044438619	0.0004805738151967931	-0.05293913427557656	0.0257654418016306
overall	all	k2_form_sil_ratio	p_cat	1774	-0.0020181393722959046	0.9323075475918393	-0.2570355112322036	3.663395160105989e-28
overall	all	k2_form_var_ratio	p_cat	1774	0.6353756685034873	3.424767145341187e-201	0.2554818292706637	7.841670436764906e-28
overall	all	k2_sil	p_cat	1942	-0.27894728310887706	4.84084692736485e-36	-0.24422113943218002	9.126191427865943e-28
overall	all	k2_var_mean	p_cat	1942	-0.01655316524616248	0.4659727311270925	-0.015195788946699353	0.5033312523278206
overall	all	all_var	p_eq	1942	0.05447276868613907	0.016361512036698864	0.020872967290306788	0.3579174858781709
overall	all	form_sil	p_eq	1774	-0.046213095941498326	0.05164133411507974	-0.06679836092039775	0.00488329647036554
overall	all	form_var_mean	p_eq	1774	0.02738776495262473	0.24893289688235926	0.012464276714542755	0.5998392370029335
overall	all	k2_form_sil_ratio	p_eq	1774	0.021219761461289927	0.37173766770361244	0.26699353154165706	2.464033860184919e-30
overall	all	k2_form_var_ratio	p_eq	1774	-0.18877262185410665	1.0794259002292546e-15	-0.2914830328856316	4.4193081823964355e-36
overall	all	k2_sil	p_eq	1942	0.11808422937748211	1.802144240002562e-07	0.19000380157840288	3.0467150070253186e-17
overall	all	k2_var_mean	p_eq	1942	0.0013860200507666808	0.9513273423097636	-0.02705865898273669	0.23331028341255342
