model	embed_type	layer	lemma	msps	system_id	semantic_label	form_1	form_2	cond_type	n_tokens	k2_sil
answerdotai_ModernBERT-base	delta	11	bid	ppt	bid__ppt	"To offer (a price) whether for payment or acceptance. ""The contractor bid $10,00"	bidden	bid	cat	3	0.044202446937561035
answerdotai_ModernBERT-base	orig	12	bid	ppt	bid__ppt	"To offer (a price) whether for payment or acceptance. ""The contractor bid $10,00"	bidden	bid	cat	3	0.13092756271362305
answerdotai_ModernBERT-base	delta	12	bid	ppt	bid__ppt	"To offer (a price) whether for payment or acceptance. ""The contractor bid $10,00"	bidden	bid	cat	3	0.04220840707421303
answerdotai_ModernBERT-base	orig	13	bid	ppt	bid__ppt	"To offer (a price) whether for payment or acceptance. ""The contractor bid $10,00"	bidden	bid	cat	3	0.11661895364522934
answerdotai_ModernBERT-base	delta	13	bid	ppt	bid__ppt	"To offer (a price) whether for payment or acceptance. ""The contractor bid $10,00"	bidden	bid	cat	3	0.017095986753702164
answerdotai_ModernBERT-base	orig	14	bid	ppt	bid__ppt	"To offer (a price) whether for payment or acceptance. ""The contractor bid $10,00"	bidden	bid	cat	3	0.06329328566789627
answerdotai_ModernBERT-base	delta	14	bid	ppt	bid__ppt	"To offer (a price) whether for payment or acceptance. ""The contractor bid $10,00"	bidden	bid	cat	3	0.014120855368673801
answerdotai_ModernBERT-base	orig	15	bid	ppt	bid__ppt	"To offer (a price) whether for payment or acceptance. ""The contractor bid $10,00"	bidden	bid	cat	3	0.05707565322518349
answerdotai_ModernBERT-base	delta	15	bid	ppt	bid__ppt	"To offer (a price) whether for payment or acceptance. ""The contractor bid $10,00"	bidden	bid	cat	3	0.04943627119064331
answerdotai_ModernBERT-base	orig	16	bid	ppt	bid__ppt	"To offer (a price) whether for payment or acceptance. ""The contractor bid $10,00"	bidden	bid	cat	3	0.04479914903640747
answerdotai_ModernBERT-base	delta	16	bid	ppt	bid__ppt	"To offer (a price) whether for payment or acceptance. ""The contractor bid $10,00"	bidden	bid	cat	3	-0.0016570985317230225
answerdotai_ModernBERT-base	orig	17	bid	ppt	bid__ppt	"To offer (a price) whether for payment or acceptance. ""The contractor bid $10,00"	bidden	bid	cat	3	0.0540129728615284
answerdotai_ModernBERT-base	delta	17	bid	ppt	bid__ppt	"To offer (a price) whether for payment or acceptance. ""The contractor bid $10,00"	bidden	bid	cat	3	-0.009515419602394104
answerdotai_ModernBERT-base	orig	18	bid	ppt	bid__ppt	"To offer (a price) whether for payment or acceptance. ""The contractor bid $10,00"	bidden	bid	cat	3	0.08283502608537674
answerdotai_ModernBERT-base	delta	18	bid	ppt	bid__ppt	"To offer (a price) whether for payment or acceptance. ""The contractor bid $10,00"	bidden	bid	cat	3	-0.00038422271609306335
answerdotai_ModernBERT-base	orig	19	bid	ppt	bid__ppt	"To offer (a price) whether for payment or acceptance. ""The contractor bid $10,00"	bidden	bid	cat	3	0.099220871925354
answerdotai_ModernBERT-base	delta	19	bid	ppt	bid__ppt	"To offer (a price) whether for payment or acceptance. ""The contractor bid $10,00"	bidden	bid	cat	3	-0.014831972308456898
answerdotai_ModernBERT-base	orig	20	bid	ppt	bid__ppt	"To offer (a price) whether for payment or acceptance. ""The contractor bid $10,00"	bidden	bid	cat	3	0.12785713374614716
answerdotai_ModernBERT-base	delta	20	bid	ppt	bid__ppt	"To offer (a price) whether for payment or acceptance. ""The contractor bid $10,00"	bidden	bid	cat	3	0.004453393165022135
answerdotai_ModernBERT-base	orig	21	bid	ppt	bid__ppt	"To offer (a price) whether for payment or acceptance. ""The contractor bid $10,00"	bidden	bid	cat	3	0.20350714027881622
answerdotai_ModernBERT-base	delta	21	bid	ppt	bid__ppt	"To offer (a price) whether for payment or acceptance. ""The contractor bid $10,00"	bidden	bid	cat	3	0.03948742151260376
answerdotai_ModernBERT-base	orig	22	bid	ppt	bid__ppt	"To offer (a price) whether for payment or acceptance. ""The contractor bid $10,00"	bidden	bid	cat	3	0.2045559138059616
answerdotai_ModernBERT-base	delta	22	bid	ppt	bid__ppt	"To offer (a price) whether for payment or acceptance. ""The contractor bid $10,00"	bidden	bid	cat	3	0.07465977221727371
answerdotai_ModernBERT-base	orig	0	bid	pst	bid__pst	"To offer (a price) whether for payment or acceptance. ""The contractor bid $10,00"	bid	bade	cat	5	nan
answerdotai_ModernBERT-base	delta	0	bid	pst	bid__pst	"To offer (a price) whether for payment or acceptance. ""The contractor bid $10,00"	bid	bade	cat	5	1.0
answerdotai_ModernBERT-base	orig	1	bid	pst	bid__pst	"To offer (a price) whether for payment or acceptance. ""The contractor bid $10,00"	bid	bade	cat	5	0.3769834637641907
answerdotai_ModernBERT-base	delta	1	bid	pst	bid__pst	"To offer (a price) whether for payment or acceptance. ""The contractor bid $10,00"	bid	bade	cat	5	0.7031475305557251
answerdotai_ModernBERT-base	orig	2	bid	pst	bid__pst	"To offer (a price) whether for payment or acceptance. ""The contractor bid $10,00"	bid	bade	cat	5	0.2536139190196991
answerdotai_ModernBERT-base	delta	2	bid	pst	bid__pst	"To offer (a price) whether for payment or acceptance. ""The contractor bid $10,00"	bid	bade	cat	5	0.3331896662712097
answerdotai_ModernBERT-base	orig	3	bid	pst	bid__pst	"To offer (a price) whether for payment or acceptance. ""The contractor bid $10,00"	bid	bade	cat	5	0.23675771057605743
answerdotai_ModernBERT-base	delta	3	bid	pst	bid__pst	"To offer (a price) whether for payment or acceptance. ""The contractor bid $10,00"	bid	bade	cat	5	0.2893724739551544
answerdotai_ModernBERT-base	orig	4	bid	pst	bid__pst	"To offer (a price) whether for payment or acceptance. ""The contractor bid $10,00"	bid	bade	cat	5	0.260634183883667
answerdotai_ModernBERT-base	delta	4	bid	pst	bid__pst	"To offer (a price) whether for payment or acceptance. ""The contractor bid $10,00"	bid	bade	cat	5	0.29213863611221313
answerdotai_ModernBERT-base	orig	5	bid	pst	bid__pst	"To offer (a price) whether for payment or acceptance. ""The contractor bid $10,00"	bid	bade	cat	5	0.25643661618232727
answerdotai_ModernBERT-base	delta	5	bid	pst	bid__pst	"To offer (a price) whether for payment or acceptance. ""The contractor bid $10,00"	bid	bade	cat	5	0.25600534677505493
answerdotai_ModernBERT-base	orig	6	bid	pst	bid__pst	"To offer (a price) whether for payment or acceptance. ""The contractor bid $10,00"	bid	bade	cat	5	0.2478368729352951
answerdotai_ModernBERT-base	delta	6	bid	pst	bid__pst	"To offer (a price) whether for payment or acceptance. ""The contractor bid $10,00"	bid	bade	cat	5	0.25267964601516724
answerdotai_ModernBERT-base	orig	7	bid	pst	bid__pst	"To offer (a price) whether for payment or acceptance. ""The contractor bid $10,00"	bid	bade	cat	5	0.2403518408536911
answerdotai_ModernBERT-base	delta	7	bid	pst	bid__pst	"To offer (a price) whether for payment or acceptance. ""The contractor bid $10,00"	bid	bade	cat	5	0.2658563256263733
answerdotai_ModernBERT-base	orig	8	bid	pst	bid__pst	"To offer (a price) whether for payment or acceptance. ""The contractor bid $10,00"	bid	bade	cat	5	0.21790392696857452
answerdotai_ModernBERT-base	delta	8	bid	pst	bid__pst	"To offer (a price) whether for payment or acceptance. ""The contractor bid $10,00"	bid	bade	cat	5	0.275465190410614
answerdotai_ModernBERT-base	orig	9	bid	pst	bid__pst	"To offer (a price) whether for payment or acceptance. ""The contractor bid $10,00"	bid	bade	cat	5	0.23688137531280518
answerdotai_ModernBERT-base	delta	9	bid	pst	bid__pst	"To offer (a price) whether for payment or acceptance. ""The contractor bid $10,00"	bid	bade	cat	5	0.2663847506046295
answerdotai_ModernBERT-base	orig	10	bid	pst	bid__pst	"To offer (a price) whether for payment or acceptance. ""The contractor bid $10,00"	bid	bade	cat	5	0.26363030076026917
answerdotai_ModernBERT-base	delta	10	bid	pst	bid__pst	"To offer (a price) whether for payment or acceptance. ""The contractor bid $10,00"	bid	bade	cat	5	0.27271920442581177
answerdotai_ModernBERT-base	orig	11	bid	pst	bid__pst	"To offer (a price) whether for payment or acceptance. ""The contractor bid $10,00"	bid	bade	cat	5	0.283907949924469
answerdotai_ModernBERT-base	delta	11	bid	pst	bid__pst	"To offer (a price) whether for payment or acceptance. ""The contractor bid $10,00"	bid	bade	cat	5	0.26188892126083374
answerdotai_ModernBERT-base	orig	12	bid	pst	bid__pst	"To offer (a price) whether for payment or acceptance. ""The contractor bid $10,00"	bid	bade	cat	5	0.27863261103630066
answerdotai_ModernBERT-base	delta	12	bid	pst	bid__pst	"To offer (a price) whether for payment or acceptance. ""The contractor bid $10,00"	bid	bade	cat	5	0.22701993584632874
answerdotai_ModernBERT-base	orig	13	bid	pst	bid__pst	"To offer (a price) whether for payment or acceptance. ""The contractor bid $10,00"	bid	bade	cat	5	0.2617741823196411
answerdotai_ModernBERT-base	delta	13	bid	pst	bid__pst	"To offer (a price) whether for payment or acceptance. ""The contractor bid $10,00"	bid	bade	cat	5	0.22314400970935822
answerdotai_ModernBERT-base	orig	14	bid	pst	bid__pst	"To offer (a price) whether for payment or acceptance. ""The contractor bid $10,00"	bid	bade	cat	5	0.2617606222629547
answerdotai_ModernBERT-base	delta	14	bid	pst	bid__pst	"To offer (a price) whether for payment or acceptance. ""The contractor bid $10,00"	bid	bade	cat	5	0.21876303851604462
answerdotai_ModernBERT-base	orig	15	bid	pst	bid__pst	"To offer (a price) whether for payment or acceptance. ""The contractor bid $10,00"	bid	bade	cat	5	0.24690338969230652
answerdotai_ModernBERT-base	delta	15	bid	pst	bid__pst	"To offer (a price) whether for payment or acceptance. ""The contractor bid $10,00"	bid	bade	cat	5	0.21465902030467987
answerdotai_ModernBERT-base	orig	16	bid	pst	bid__pst	"To offer (a price) whether for payment or acceptance. ""The contractor bid $10,00"	bid	bade	cat	5	0.2661261260509491
answerdotai_ModernBERT-base	delta	16	bid	pst	bid__pst	"To offer (a price) whether for payment or acceptance. ""The contractor bid $10,00"	bid	bade	cat	5	0.20068609714508057
answerdotai_ModernBERT-base	orig	17	bid	pst	bid__pst	"To offer (a price) whether for payment or acceptance. ""The contractor bid $10,00"	bid	bade	cat	5	0.07733827829360962
answerdotai_ModernBERT-base	delta	17	bid	pst	bid__pst	"To offer (a price) whether for payment or acceptance. ""The contractor bid $10,00"	bid	bade	cat	5	0.18820329010486603
answerdotai_ModernBERT-base	orig	18	bid	pst	bid__pst	"To offer (a price) whether for payment or acceptance. ""The contractor bid $10,00"	bid	bade	cat	5	0.06719411909580231
answerdotai_ModernBERT-base	delta	18	bid	pst	bid__pst	"To offer (a price) whether for payment or acceptance. ""The contractor bid $10,00"	bid	bade	cat	5	0.18286821246147156
answerdotai_ModernBERT-base	orig	19	bid	pst	bid__pst	"To offer (a price) whether for payment or acceptance. ""The contractor bid $10,00"	bid	bade	cat	5	0.17612838745117188
answerdotai_ModernBERT-base	delta	19	bid	pst	bid__pst	"To offer (a price) whether for payment or acceptance. ""The contractor bid $10,00"	bid	bade	cat	5	0.1909547597169876
answerdotai_ModernBERT-base	orig	20	bid	pst	bid__pst	"To offer (a price) whether for payment or acceptance. ""The contractor bid $10,00"	bid	bade	cat	5	0.17113636434078217
answerdotai_ModernBERT-base	delta	20	bid	pst	bid__pst	"To offer (a price) whether for payment or acceptance. ""The contractor bid $10,00"	bid	bade	cat	5	0.18552102148532867
answerdotai_ModernBERT-base	orig	21	bid	pst	bid__pst	"To offer (a price) whether for payment or acceptance. ""The contractor bid $10,00"	bid	bade	cat	5	0.18454259634017944
answerdotai_ModernBERT-base	delta	21	bid	pst	bid__pst	"To offer (a price) whether for payment or acceptance. ""The contractor bid $10,00"	bid	bade	cat	5	0.17910604178905487
answerdotai_ModernBERT-base	orig	22	bid	pst	bid__pst	"To offer (a price) whether for payment or acceptance. ""The contractor bid $10,00"	bid	bade	cat	5	0.197647362947464
answerdotai_ModernBERT-base	delta	22	bid	pst	bid__pst	"To offer (a price) whether for payment or acceptance. ""The contractor bid $10,00"	bid	bade	cat	5	0.08940813690423965
answerdotai_ModernBERT-base	orig	0	bring	pst	bring__pst	To convey, lead, carry, or cause to come along with one toward the place from wh	brung	brought	no_cond	3	nan
answerdotai_ModernBERT-base	delta	0	bring	pst	bring__pst	To convey, lead, carry, or cause to come along with one toward the place from wh	brung	brought	no_cond	3	nan
answerdotai_ModernBERT-base	orig	1	bring	pst	bring__pst	To convey, lead, carry, or cause to come along with one toward the place from wh	brung	brought	no_cond	3	0.28628256916999817
answerdotai_ModernBERT-base	delta	1	bring	pst	bring__pst	To convey, lead, carry, or cause to come along with one toward the place from wh	brung	brought	no_cond	3	0.12271825224161148
answerdotai_ModernBERT-base	orig	2	bring	pst	bring__pst	To convey, lead, carry, or cause to come along with one toward the place from wh	brung	brought	no_cond	3	0.014297033660113811
answerdotai_ModernBERT-base	delta	2	bring	pst	bring__pst	To convey, lead, carry, or cause to come along with one toward the place from wh	brung	brought	no_cond	3	0.3387981951236725
answerdotai_ModernBERT-base	orig	3	bring	pst	bring__pst	To convey, lead, carry, or cause to come along with one toward the place from wh	brung	brought	no_cond	3	-0.0410243384540081
answerdotai_ModernBERT-base	delta	3	bring	pst	bring__pst	To convey, lead, carry, or cause to come along with one toward the place from wh	brung	brought	no_cond	3	0.3706569969654083
answerdotai_ModernBERT-base	orig	4	bring	pst	bring__pst	To convey, lead, carry, or cause to come along with one toward the place from wh	brung	brought	no_cond	3	-0.06527725607156754
answerdotai_ModernBERT-base	delta	4	bring	pst	bring__pst	To convey, lead, carry, or cause to come along with one toward the place from wh	brung	brought	no_cond	3	0.3560296595096588
answerdotai_ModernBERT-base	orig	5	bring	pst	bring__pst	To convey, lead, carry, or cause to come along with one toward the place from wh	brung	brought	no_cond	3	-0.06503083556890488
answerdotai_ModernBERT-base	delta	5	bring	pst	bring__pst	To convey, lead, carry, or cause to come along with one toward the place from wh	brung	brought	no_cond	3	0.3435516357421875
answerdotai_ModernBERT-base	orig	6	bring	pst	bring__pst	To convey, lead, carry, or cause to come along with one toward the place from wh	brung	brought	no_cond	3	-0.054105550050735474
answerdotai_ModernBERT-base	delta	6	bring	pst	bring__pst	To convey, lead, carry, or cause to come along with one toward the place from wh	brung	brought	no_cond	3	0.33292147517204285
answerdotai_ModernBERT-base	orig	7	bring	pst	bring__pst	To convey, lead, carry, or cause to come along with one toward the place from wh	brung	brought	no_cond	3	-0.03770548477768898
answerdotai_ModernBERT-base	delta	7	bring	pst	bring__pst	To convey, lead, carry, or cause to come along with one toward the place from wh	brung	brought	no_cond	3	0.3131787180900574
answerdotai_ModernBERT-base	orig	8	bring	pst	bring__pst	To convey, lead, carry, or cause to come along with one toward the place from wh	brung	brought	no_cond	3	-0.01496309507638216
answerdotai_ModernBERT-base	delta	8	bring	pst	bring__pst	To convey, lead, carry, or cause to come along with one toward the place from wh	brung	brought	no_cond	3	0.3021736145019531
answerdotai_ModernBERT-base	orig	9	bring	pst	bring__pst	To convey, lead, carry, or cause to come along with one toward the place from wh	brung	brought	no_cond	3	-0.016463160514831543
answerdotai_ModernBERT-base	delta	9	bring	pst	bring__pst	To convey, lead, carry, or cause to come along with one toward the place from wh	brung	brought	no_cond	3	0.29733166098594666
answerdotai_ModernBERT-base	orig	10	bring	pst	bring__pst	To convey, lead, carry, or cause to come along with one toward the place from wh	brung	brought	no_cond	3	-0.060338687151670456
answerdotai_ModernBERT-base	delta	10	bring	pst	bring__pst	To convey, lead, carry, or cause to come along with one toward the place from wh	brung	brought	no_cond	3	0.2957088351249695
answerdotai_ModernBERT-base	orig	11	bring	pst	bring__pst	To convey, lead, carry, or cause to come along with one toward the place from wh	brung	brought	no_cond	3	-0.060163434594869614
answerdotai_ModernBERT-base	delta	11	bring	pst	bring__pst	To convey, lead, carry, or cause to come along with one toward the place from wh	brung	brought	no_cond	3	0.307537317276001
answerdotai_ModernBERT-base	orig	12	bring	pst	bring__pst	To convey, lead, carry, or cause to come along with one toward the place from wh	brung	brought	no_cond	3	-0.04933600500226021
answerdotai_ModernBERT-base	delta	12	bring	pst	bring__pst	To convey, lead, carry, or cause to come along with one toward the place from wh	brung	brought	no_cond	3	0.3100922107696533
answerdotai_ModernBERT-base	orig	13	bring	pst	bring__pst	To convey, lead, carry, or cause to come along with one toward the place from wh	brung	brought	no_cond	3	-0.035288747400045395
answerdotai_ModernBERT-base	delta	13	bring	pst	bring__pst	To convey, lead, carry, or cause to come along with one toward the place from wh	brung	brought	no_cond	3	0.28314945101737976
answerdotai_ModernBERT-base	orig	14	bring	pst	bring__pst	To convey, lead, carry, or cause to come along with one toward the place from wh	brung	brought	no_cond	3	-0.04617667198181152
answerdotai_ModernBERT-base	delta	14	bring	pst	bring__pst	To convey, lead, carry, or cause to come along with one toward the place from wh	brung	brought	no_cond	3	0.3328292667865753
answerdotai_ModernBERT-base	orig	15	bring	pst	bring__pst	To convey, lead, carry, or cause to come along with one toward the place from wh	brung	brought	no_cond	3	-0.06000535190105438
answerdotai_ModernBERT-base	delta	15	bring	pst	bring__pst	To convey, lead, carry, or cause to come along with one toward the place from wh	brung	brought	no_cond	3	0.34306180477142334
answerdotai_ModernBERT-base	orig	16	bring	pst	bring__pst	To convey, lead, carry, or cause to come along with one toward the place from wh	brung	brought	no_cond	3	-0.014222840778529644
answerdotai_ModernBERT-base	delta	16	bring	pst	bring__pst	To convey, lead, carry, or cause to come along with one toward the place from wh	brung	brought	no_cond	3	0.3123069107532501
answerdotai_ModernBERT-base	orig	17	bring	pst	bring__pst	To convey, lead, carry, or cause to come along with one toward the place from wh	brung	brought	no_cond	3	-0.031183583661913872
answerdotai_ModernBERT-base	delta	17	bring	pst	bring__pst	To convey, lead, carry, or cause to come along with one toward the place from wh	brung	brought	no_cond	3	0.3299740254878998
answerdotai_ModernBERT-base	orig	18	bring	pst	bring__pst	To convey, lead, carry, or cause to come along with one toward the place from wh	brung	brought	no_cond	3	-0.05015702173113823
answerdotai_ModernBERT-base	delta	18	bring	pst	bring__pst	To convey, lead, carry, or cause to come along with one toward the place from wh	brung	brought	no_cond	3	0.3719359338283539
answerdotai_ModernBERT-base	orig	19	bring	pst	bring__pst	To convey, lead, carry, or cause to come along with one toward the place from wh	brung	brought	no_cond	3	-0.042169805616140366
answerdotai_ModernBERT-base	delta	19	bring	pst	bring__pst	To convey, lead, carry, or cause to come along with one toward the place from wh	brung	brought	no_cond	3	0.3589536249637604
answerdotai_ModernBERT-base	orig	20	bring	pst	bring__pst	To convey, lead, carry, or cause to come along with one toward the place from wh	brung	brought	no_cond	3	-0.028758814558386803
answerdotai_ModernBERT-base	delta	20	bring	pst	bring__pst	To convey, lead, carry, or cause to come along with one toward the place from wh	brung	brought	no_cond	3	0.35542774200439453
answerdotai_ModernBERT-base	orig	21	bring	pst	bring__pst	To convey, lead, carry, or cause to come along with one toward the place from wh	brung	brought	no_cond	3	-0.046879153698682785
answerdotai_ModernBERT-base	delta	21	bring	pst	bring__pst	To convey, lead, carry, or cause to come along with one toward the place from wh	brung	brought	no_cond	3	0.35412076115608215
answerdotai_ModernBERT-base	orig	22	bring	pst	bring__pst	To convey, lead, carry, or cause to come along with one toward the place from wh	brung	brought	no_cond	3	-0.07190543413162231
answerdotai_ModernBERT-base	delta	22	bring	pst	bring__pst	To convey, lead, carry, or cause to come along with one toward the place from wh	brung	brought	no_cond	3	0.35043397545814514
answerdotai_ModernBERT-base	orig	0	bring	pst	bring__pst	"(Dialect) To escort. To accompany. ""May I bring you home?"""	brung	brought	prob	6	nan
answerdotai_ModernBERT-base	delta	0	bring	pst	bring__pst	"(Dialect) To escort. To accompany. ""May I bring you home?"""	brung	brought	prob	6	nan
answerdotai_ModernBERT-base	orig	1	bring	pst	bring__pst	"(Dialect) To escort. To accompany. ""May I bring you home?"""	brung	brought	prob	6	0.4254186153411865
answerdotai_ModernBERT-base	delta	1	bring	pst	bring__pst	"(Dialect) To escort. To accompany. ""May I bring you home?"""	brung	brought	prob	6	0.21500064432621002
answerdotai_ModernBERT-base	orig	2	bring	pst	bring__pst	"(Dialect) To escort. To accompany. ""May I bring you home?"""	brung	brought	prob	6	0.4073655307292938
answerdotai_ModernBERT-base	delta	2	bring	pst	bring__pst	"(Dialect) To escort. To accompany. ""May I bring you home?"""	brung	brought	prob	6	0.32640719413757324
answerdotai_ModernBERT-base	orig	3	bring	pst	bring__pst	"(Dialect) To escort. To accompany. ""May I bring you home?"""	brung	brought	prob	6	0.30169984698295593
answerdotai_ModernBERT-base	delta	3	bring	pst	bring__pst	"(Dialect) To escort. To accompany. ""May I bring you home?"""	brung	brought	prob	6	0.17281360924243927
answerdotai_ModernBERT-base	orig	4	bring	pst	bring__pst	"(Dialect) To escort. To accompany. ""May I bring you home?"""	brung	brought	prob	6	0.2547133266925812
answerdotai_ModernBERT-base	delta	4	bring	pst	bring__pst	"(Dialect) To escort. To accompany. ""May I bring you home?"""	brung	brought	prob	6	0.14666806161403656
answerdotai_ModernBERT-base	orig	5	bring	pst	bring__pst	"(Dialect) To escort. To accompany. ""May I bring you home?"""	brung	brought	prob	6	0.2784285247325897
answerdotai_ModernBERT-base	delta	5	bring	pst	bring__pst	"(Dialect) To escort. To accompany. ""May I bring you home?"""	brung	brought	prob	6	0.23482756316661835
answerdotai_ModernBERT-base	orig	6	bring	pst	bring__pst	"(Dialect) To escort. To accompany. ""May I bring you home?"""	brung	brought	prob	6	0.2983197867870331
answerdotai_ModernBERT-base	delta	6	bring	pst	bring__pst	"(Dialect) To escort. To accompany. ""May I bring you home?"""	brung	brought	prob	6	0.10696777701377869
answerdotai_ModernBERT-base	orig	7	bring	pst	bring__pst	"(Dialect) To escort. To accompany. ""May I bring you home?"""	brung	brought	prob	6	0.3038018047809601
answerdotai_ModernBERT-base	delta	7	bring	pst	bring__pst	"(Dialect) To escort. To accompany. ""May I bring you home?"""	brung	brought	prob	6	0.06998822838068008
answerdotai_ModernBERT-base	orig	8	bring	pst	bring__pst	"(Dialect) To escort. To accompany. ""May I bring you home?"""	brung	brought	prob	6	0.3434641361236572
answerdotai_ModernBERT-base	delta	8	bring	pst	bring__pst	"(Dialect) To escort. To accompany. ""May I bring you home?"""	brung	brought	prob	6	0.22888623178005219
answerdotai_ModernBERT-base	orig	9	bring	pst	bring__pst	"(Dialect) To escort. To accompany. ""May I bring you home?"""	brung	brought	prob	6	0.37970805168151855
answerdotai_ModernBERT-base	delta	9	bring	pst	bring__pst	"(Dialect) To escort. To accompany. ""May I bring you home?"""	brung	brought	prob	6	0.10791695863008499
answerdotai_ModernBERT-base	orig	10	bring	pst	bring__pst	"(Dialect) To escort. To accompany. ""May I bring you home?"""	brung	brought	prob	6	0.3600097596645355
answerdotai_ModernBERT-base	delta	10	bring	pst	bring__pst	"(Dialect) To escort. To accompany. ""May I bring you home?"""	brung	brought	prob	6	0.13024477660655975
answerdotai_ModernBERT-base	orig	11	bring	pst	bring__pst	"(Dialect) To escort. To accompany. ""May I bring you home?"""	brung	brought	prob	6	0.4030860960483551
answerdotai_ModernBERT-base	delta	11	bring	pst	bring__pst	"(Dialect) To escort. To accompany. ""May I bring you home?"""	brung	brought	prob	6	0.25385782122612
answerdotai_ModernBERT-base	orig	12	bring	pst	bring__pst	"(Dialect) To escort. To accompany. ""May I bring you home?"""	brung	brought	prob	6	0.39236941933631897
answerdotai_ModernBERT-base	delta	12	bring	pst	bring__pst	"(Dialect) To escort. To accompany. ""May I bring you home?"""	brung	brought	prob	6	0.19617263972759247
answerdotai_ModernBERT-base	orig	13	bring	pst	bring__pst	"(Dialect) To escort. To accompany. ""May I bring you home?"""	brung	brought	prob	6	0.3887336254119873
answerdotai_ModernBERT-base	delta	13	bring	pst	bring__pst	"(Dialect) To escort. To accompany. ""May I bring you home?"""	brung	brought	prob	6	0.12673038244247437
