model	cache_path	embedding_type	system_id	lemma	msps	n_tokens_total_system	n_tokens_with_conditioning	n_tokens_unmatched_conditioning	n_tokens_unexpected_form	n_meanings_total_system	n_meanings_with_conditioning	n_forms_observed_system	observed_forms	expected_form_1	expected_form_2	pair_p_value	pair_test_type	pair_significant	pair_attested_meanings	cond_no_cond_count_expected	cond_prob_count_expected	cond_cat_count_expected	cond_no_cond_count_matched	cond_prob_count_matched	cond_cat_count_matched	system_notes	label_type	label_column	n_samples_eval	n_labels	label_entropy	label_max_count	label_min_count	label_singleton_fraction	label_sparse_fraction	silhouette_cosine	silhouette_euclidean	within_cosine	between_cosine	within_between_ratio_cosine	within_euclidean	between_euclidean	within_between_ratio_euclidean	nearest_centroid_loo_acc_cosine	nearest_centroid_loo_acc_euclidean	kmeans_ari	kmeans_ami	kmeans_pca_components_used
answerdotai_ModernBERT-base	head_embed_cache_answerdotai_ModernBERT-base.jsonl	orig	bid__pst	bid	pst	200	168	32	0	10	3	2	bade,bid	bade	bid	0.0	fisher_exact	True	10	1	1	1	1	1	1		form	form_label	200	2	1.0	100	100	0.0	0.0	0.39749741845182013	0.23757411349691576	0.13297529185297824	0.22004379054178475	0.604312857570626	18.21969150051027	23.868443263035065	0.7633380736114873	1.0	1.0	1.0	1.0	0
answerdotai_ModernBERT-base	head_embed_cache_answerdotai_ModernBERT-base.jsonl	orig	bid__pst	bid	pst	200	168	32	0	10	3	2	bade,bid	bade	bid	0.0	fisher_exact	True	10	1	1	1	1	1	1		raw	raw_label	200	10	2.1208109300257063	92	1	0.2	0.3	-0.2043042263175313	-0.10145292368963453	0.1427806062519129	0.19204115972641086	0.7434896063704447	18.682672030642614	22.129821299682593	0.8442305872081569	0.625	0.64	0.14751363044820057	0.32056677119589905	0
answerdotai_ModernBERT-base	head_embed_cache_answerdotai_ModernBERT-base.jsonl	orig	break__ppt	break	ppt	199	126	73	0	28	6	2	broke,broken	broke	broken	0.2008	fisher_exact	False	28	4	1	1	4	1	1		conditioned-cat-only	cat_only_label	25	2	0.7219280948873623	20	5	0.0	0.0	0.3933402480861154	0.21362166998743004	0.14590247498266742	0.2308497070123012	0.6320236524055574	19.280569343757758	23.763126599754898	0.811365005476873	1.0	1.0	0.17105263157894737	0.26393323144085945	0
answerdotai_ModernBERT-base	head_embed_cache_answerdotai_ModernBERT-base.jsonl	orig	break__ppt	break	ppt	199	126	73	0	28	6	2	broke,broken	broke	broken	0.2008	fisher_exact	False	28	4	1	1	4	1	1		conditioned-exclude	conditioned_exclude_label	100	6	2.477667024828463	23	5	0.0	0.0	-0.0932779452227759	-0.046721725296752135	0.1899671254238553	0.2184641173183403	0.8695575628424144	21.31858602413064	22.93926607358855	0.92934908883925	0.5	0.51	0.18437720753061745	0.25203438710462267	0
answerdotai_ModernBERT-base	head_embed_cache_answerdotai_ModernBERT-base.jsonl	orig	break__ppt	break	ppt	199	126	73	0	28	6	2	broke,broken	broke	broken	0.2008	fisher_exact	False	28	4	1	1	4	1	1		form	form_label	199	2	0.9999817845368457	100	99	0.0	0.0	0.3930056069917389	0.22950453955075972	0.16242884868086588	0.267357955551075	0.6075332538583693	19.637602926156937	25.489704060242634	0.7704131393501165	1.0	1.0	1.0	1.0	0
answerdotai_ModernBERT-base	head_embed_cache_answerdotai_ModernBERT-base.jsonl	orig	break__ppt	break	ppt	199	126	73	0	28	6	2	broke,broken	broke	broken	0.2008	fisher_exact	False	28	4	1	1	4	1	1		raw	raw_label	199	28	3.9567734612441186	26	1	0.42857142857142855	0.4642857142857143	-0.28583830672424254	-0.1540616439415622	0.19364882653041757	0.21697830813593716	0.8924801202205722	21.30500889234253	22.686181401709156	0.9391183344208572	0.36180904522613067	0.36683417085427134	0.10600796367814684	0.23515806205317058	0
answerdotai_ModernBERT-base	head_embed_cache_answerdotai_ModernBERT-base.jsonl	orig	bring__pst	bring	pst	193	193	0	0	4	4	2	brought,brung	brought	brung	0.0	chi_sq	True	4	1	2	1	1	2	1		conditioned-cat-only	cat_only_label	19	2	0.6292492238560345	16	3	0.0	0.0	0.3016415052738863	0.16840081267719972	0.11494822255856775	0.1664291764604178	0.6906735045096262	16.302326413374328	19.707238850498474	0.8272252920384114	1.0	0.9473684210526315	-0.039303079416531606	-0.05968672516303192	0
answerdotai_ModernBERT-base	head_embed_cache_answerdotai_ModernBERT-base.jsonl	orig	bring__pst	bring	pst	193	193	0	0	4	4	2	brought,brung	brought	brung	0.0	chi_sq	True	4	1	2	1	1	2	1		conditioned-exclude	conditioned_exclude_label	80	3	0.9403047812186183	61	3	0.0	0.0	-0.07355152133237286	-0.03518707239429066	0.13805814635793434	0.14620750015741127	0.9442617253512775	17.87697772279321	18.422970565647017	0.9703634741797879	0.575	0.575	0.03088207914824597	0.18657881639317017	0
answerdotai_ModernBERT-base	head_embed_cache_answerdotai_ModernBERT-base.jsonl	orig	bring__pst	bring	pst	193	193	0	0	4	4	2	brought,brung	brought	brung	0.0	chi_sq	True	4	1	2	1	1	2	1		form	form_label	193	2	0.999515806980105	99	94	0.0	0.0	0.31388583335738746	0.17960194740907362	0.11854209184006376	0.17262500747663356	0.6867028918513417	16.508813339561303	20.10147138993808	0.8212738768876837	0.9896373056994818	0.9896373056994818	0.9587642646931951	0.9164618471947173	0
answerdotai_ModernBERT-base	head_embed_cache_answerdotai_ModernBERT-base.jsonl	orig	bring__pst	bring	pst	193	193	0	0	4	4	2	brought,brung	brought	brung	0.0	chi_sq	True	4	1	2	1	1	2	1		raw	raw_label	193	4	1.877444466874	67	19	0.0	0.0	0.004033960691048969	0.005002747114332861	0.13469355618003787	0.1500569536367714	0.8976162244775256	17.499745083111712	18.634696703645126	0.9390947092628877	0.538860103626943	0.538860103626943	0.12762271668596623	0.11431074736523353	0
answerdotai_ModernBERT-base	head_embed_cache_answerdotai_ModernBERT-base.jsonl	orig	burn__ppt	burn	ppt	199	152	47	0	15	4	2	burned,burnt	burned	burnt	0.0028	fisher_exact	True	15	3	1	0	3	1	0		conditioned-cat-only	cat_only_label	0	0		0	0															0
answerdotai_ModernBERT-base	head_embed_cache_answerdotai_ModernBERT-base.jsonl	orig	burn__ppt	burn	ppt	199	152	47	0	15	4	2	burned,burnt	burned	burnt	0.0028	fisher_exact	True	15	3	1	0	3	1	0		conditioned-exclude	conditioned_exclude_label	131	3	1.262392868407983	85	16	0.0	0.0	0.011147921541544464	0.007999305298640725	0.14400131619905568	0.1488315983558369	0.9675453182647905	17.644257124459482	17.994887537834334	0.9805149983495229	0.6564885496183206	0.6641221374045801	0.055014436878121804	0.09988106340435253	0
answerdotai_ModernBERT-base	head_embed_cache_answerdotai_ModernBERT-base.jsonl	orig	burn__ppt	burn	ppt	199	152	47	0	15	4	2	burned,burnt	burned	burnt	0.0028	fisher_exact	True	15	3	1	0	3	1	0		form	form_label	199	2	0.9999817845368457	100	99	0.0	0.0	0.20170154698902443	0.11100046035869114	0.14068818098697172	0.17598738881916026	0.7994219468279001	17.516728995464973	19.69580554670121	0.8893634207512167	1.0	1.0	0.0025398418565937965	0.001818124594318576	0
answerdotai_ModernBERT-base	head_embed_cache_answerdotai_ModernBERT-base.jsonl	orig	burn__ppt	burn	ppt	199	152	47	0	15	4	2	burned,burnt	burned	burnt	0.0028	fisher_exact	True	15	3	1	0	3	1	0		raw	raw_label	199	15	2.8386901946024508	85	1	0.13333333333333333	0.13333333333333333	-0.12161852108915784	-0.06076662847614777	0.14319952379581974	0.16284627164188373	0.8793540211392172	17.59882487398002	18.90575309158522	0.9308714013520626	0.5326633165829145	0.5326633165829145	0.11065697500431051	0.23159576021020764	0
answerdotai_ModernBERT-base	head_embed_cache_answerdotai_ModernBERT-base.jsonl	orig	burn__pst	burn	pst	198	130	68	0	20	3	2	burned,burnt	burned	burnt	0.0	fisher_exact	True	21	2	0	1	2	0	1		conditioned-cat-only	cat_only_label	23	2	0.5586293734521992	20	3	0.0	0.0	0.35477519165708515	0.19791943240386078	0.0956315370935353	0.1520763253256677	0.6288390838530765	14.85958832215922	18.73241929341883	0.7932551631160514	1.0	1.0	0.7798956026573869	0.6608148090915436	0
answerdotai_ModernBERT-base	head_embed_cache_answerdotai_ModernBERT-base.jsonl	orig	burn__pst	burn	pst	198	130	68	0	20	3	2	burned,burnt	burned	burnt	0.0	fisher_exact	True	21	2	0	1	2	0	1		conditioned-exclude	conditioned_exclude_label	130	4	1.3101187762447488	89	3	0.0	0.0	-0.03705074185968643	-0.013911053625968176	0.14779474629556422	0.15435598459335736	0.9574928156165867	18.211305719527154	18.627268863729103	0.9776691286712509	0.7076923076923077	0.7076923076923077	0.3102333110163818	0.3773242686168993	0
answerdotai_ModernBERT-base	head_embed_cache_answerdotai_ModernBERT-base.jsonl	orig	burn__pst	burn	pst	198	130	68	0	20	3	2	burned,burnt	burned	burnt	0.0	fisher_exact	True	21	2	0	1	2	0	1		form	form_label	198	2	0.999926399368686	100	98	0.0	0.0	0.2518382002693186	0.14062918494075075	0.128940530151458	0.17330288898825635	0.7440183536709275	17.066560966489803	19.878838461710483	0.8585290835459258	0.98989898989899	0.98989898989899	0.9598002258665252	0.9282786670169934	0
answerdotai_ModernBERT-base	head_embed_cache_answerdotai_ModernBERT-base.jsonl	orig	burn__pst	burn	pst	198	130	68	0	20	3	2	burned,burnt	burned	burnt	0.0	fisher_exact	True	21	2	0	1	2	0	1		raw	raw_label	198	20	3.042396475146948	89	1	0.05	0.4	-0.1669292712423409	-0.08749889398586878	0.14689259584203507	0.15252346606407763	0.9630819416359385	18.159105966458387	18.575101596450093	0.9776046646188354	0.5	0.5050505050505051	0.0399565019681518	0.15137170257016339	0
answerdotai_ModernBERT-base	head_embed_cache_answerdotai_ModernBERT-base.jsonl	orig	creep__ppt	creep	ppt	200	173	27	0	7	3	2	creeped,crept	creeped	crept	0.0	fisher_exact	True	7	0	1	2	0	1	2		conditioned-cat-only	cat_only_label	100	3	0.992997266270944	72	3	0.0	0.0	0.38752881039640014	0.2367498171763817	0.08957120258675634	0.20636579145744913	0.4340409423197699	13.982185035664834	21.86186173865568	0.639569731197313	1.0	1.0	0.46916906556715315	0.6332381867872773	0
answerdotai_ModernBERT-base	head_embed_cache_answerdotai_ModernBERT-base.jsonl	orig	creep__ppt	creep	ppt	200	173	27	0	7	3	2	creeped,crept	creeped	crept	0.0	fisher_exact	True	7	0	1	2	0	1	2		conditioned-exclude	conditioned_exclude_label	100	3	0.992997266270944	72	3	0.0	0.0	0.38752881039640014	0.2367498171763817	0.08957120258675634	0.20636579145744913	0.4340409423197699	13.982185035664834	21.86186173865568	0.639569731197313	1.0	1.0	0.46916906556715315	0.6332381867872773	0
answerdotai_ModernBERT-base	head_embed_cache_answerdotai_ModernBERT-base.jsonl	orig	creep__ppt	creep	ppt	200	173	27	0	7	3	2	creeped,crept	creeped	crept	0.0	fisher_exact	True	7	0	1	2	0	1	2		form	form_label	200	2	1.0	100	100	0.0	0.0	0.45328835621788777	0.2711225947607652	0.10185429627759347	0.188160508797455	0.541316012209737	15.205817981006323	20.910090188674378	0.7272000189287713	0.99	0.99	0.9602000804038779	0.92886668476379	0
answerdotai_ModernBERT-base	head_embed_cache_answerdotai_ModernBERT-base.jsonl	orig	creep__ppt	creep	ppt	200	173	27	0	7	3	2	creeped,crept	creeped	crept	0.0	fisher_exact	True	7	0	1	2	0	1	2		raw	raw_label	200	7	2.047756286887821	73	1	0.14285714285714285	0.2857142857142857	-0.0015676839680144638	0.008270589353326745	0.09673664825300464	0.16468280140334143	0.5874119666939419	14.76753907017921	19.398513818587077	0.7612716730922652	0.76	0.76	0.2955493127460733	0.4154573745726281	0
answerdotai_ModernBERT-base	head_embed_cache_answerdotai_ModernBERT-base.jsonl	orig	creep__pst	creep	pst	199	192	7	0	6	4	2	creeped,crept	creeped	crept	0.0	fisher_exact	True	6	0	1	3	0	1	3		conditioned-cat-only	cat_only_label	150	5	1.6571237065559545	80	2	0.0	0.2	0.15705327117062598	0.08576095985496662	0.07283733415099887	0.14826198518258563	0.4912745101942295	12.83478508754449	18.632861211822412	0.6888252395397501	0.86	0.86	0.43525576485314277	0.5641625248976816	0
answerdotai_ModernBERT-base	head_embed_cache_answerdotai_ModernBERT-base.jsonl	orig	creep__pst	creep	pst	199	192	7	0	6	4	2	creeped,crept	creeped	crept	0.0	fisher_exact	True	6	0	1	3	0	1	3		conditioned-exclude	conditioned_exclude_label	150	5	1.6571237065559545	80	2	0.0	0.2	0.15705327117062598	0.08576095985496662	0.07283733415099887	0.14826198518258563	0.4912745101942295	12.83478508754449	18.632861211822412	0.6888252395397501	0.86	0.86	0.43525576485314277	0.5641625248976816	0
answerdotai_ModernBERT-base	head_embed_cache_answerdotai_ModernBERT-base.jsonl	orig	creep__pst	creep	pst	199	192	7	0	6	4	2	creeped,crept	creeped	crept	0.0	fisher_exact	True	6	0	1	3	0	1	3		form	form_label	199	2	0.9999817845368457	100	99	0.0	0.0	0.42109445864938755	0.24928357955586009	0.09166485619020048	0.15830988659280174	0.5790216780710424	14.533754364052921	19.3512343404692	0.7510505070810138	1.0	1.0	1.0	1.0	0
answerdotai_ModernBERT-base	head_embed_cache_answerdotai_ModernBERT-base.jsonl	orig	creep__pst	creep	pst	199	192	7	0	6	4	2	creeped,crept	creeped	crept	0.0	fisher_exact	True	6	0	1	3	0	1	3		raw	raw_label	199	6	2.074652806440842	80	1	0.16666666666666666	0.16666666666666666	0.08852342186781102	0.0501720793138123	0.08317496631011774	0.1403150189226134	0.5927730826590305	13.706369600563518	18.127632485186005	0.756103678280351	0.7135678391959799	0.7135678391959799	0.3232280101931467	0.37185975796674536	0
answerdotai_ModernBERT-base	head_embed_cache_answerdotai_ModernBERT-base.jsonl	orig	disprove__ppt	disprove	ppt	197	197	0	0	1	1	2	disproved,disproven	disproved	disproven		fisher_exact	False	1	1	0	0	1	0	0		conditioned-cat-only	cat_only_label	0	0		0	0															0
answerdotai_ModernBERT-base	head_embed_cache_answerdotai_ModernBERT-base.jsonl	orig	disprove__ppt	disprove	ppt	197	197	0	0	1	1	2	disproved,disproven	disproved	disproven		fisher_exact	False	1	1	0	0	1	0	0		conditioned-exclude	conditioned_exclude_label	197	1	-0.0	197	197	0.0	0.0													0
answerdotai_ModernBERT-base	head_embed_cache_answerdotai_ModernBERT-base.jsonl	orig	disprove__ppt	disprove	ppt	197	197	0	0	1	1	2	disproved,disproven	disproved	disproven		fisher_exact	False	1	1	0	0	1	0	0		form	form_label	197	2	0.9999814128006821	99	98	0.0	0.0	0.34009367522764616	0.1941419194090776	0.10468906928887618	0.15916610503367576	0.6577346933678277	15.350354793236013	19.058543281131957	0.8054316936401394	1.0	1.0	1.0	1.0	0
answerdotai_ModernBERT-base	head_embed_cache_answerdotai_ModernBERT-base.jsonl	orig	disprove__ppt	disprove	ppt	197	197	0	0	1	1	2	disproved,disproven	disproved	disproven		fisher_exact	False	1	1	0	0	1	0	0		raw	raw_label	197	1	-0.0	197	197	0.0	0.0													0
answerdotai_ModernBERT-base	head_embed_cache_answerdotai_ModernBERT-base.jsonl	orig	dive__pst	dive	pst	198	182	16	0	7	3	2	dived,dove	dived	dove	0.0014	fisher_exact	True	7	1	2	0	1	2	0		conditioned-cat-only	cat_only_label	0	0		0	0															0
answerdotai_ModernBERT-base	head_embed_cache_answerdotai_ModernBERT-base.jsonl	orig	dive__pst	dive	pst	198	182	16	0	7	3	2	dived,dove	dived	dove	0.0014	fisher_exact	True	7	1	2	0	1	2	0		conditioned-exclude	conditioned_exclude_label	67	1	-0.0	67	67	0.0	0.0													0
answerdotai_ModernBERT-base	head_embed_cache_answerdotai_ModernBERT-base.jsonl	orig	dive__pst	dive	pst	198	182	16	0	7	3	2	dived,dove	dived	dove	0.0014	fisher_exact	True	7	1	2	0	1	2	0		form	form_label	198	2	1.0	99	99	0.0	0.0	0.35719654903364645	0.2064128053815597	0.08917127064857572	0.14160880031090678	0.6297014765522853	14.551536714263136	18.42012424918836	0.7899803778416054	0.9797979797979798	0.9747474747474747	0.8628928525880445	0.8128923377136461	0
answerdotai_ModernBERT-base	head_embed_cache_answerdotai_ModernBERT-base.jsonl	orig	dive__pst	dive	pst	198	182	16	0	7	3	2	dived,dove	dived	dove	0.0014	fisher_exact	True	7	1	2	0	1	2	0		raw	raw_label	198	7	1.907799970324791	73	1	0.42857142857142855	0.42857142857142855	-0.16735852819914818	-0.0940948494114299	0.10447268442056667	0.12017518026212348	0.8693366150372576	15.736964355569004	16.815043127256708	0.9358860537241104	0.494949494949495	0.5	0.07869190100123956	0.08562559827231342	0
answerdotai_ModernBERT-base	head_embed_cache_answerdotai_ModernBERT-base.jsonl	orig	dream__ppt	dream	ppt	199	181	18	0	5	3	2	dreamed,dreamt	dreamed	dreamt	0.0015	fisher_exact	True	5	3	0	0	3	0	0		conditioned-cat-only	cat_only_label	0	0		0	0															0
answerdotai_ModernBERT-base	head_embed_cache_answerdotai_ModernBERT-base.jsonl	orig	dream__ppt	dream	ppt	199	181	18	0	5	3	2	dreamed,dreamt	dreamed	dreamt	0.0015	fisher_exact	True	5	3	0	0	3	0	0		conditioned-exclude	conditioned_exclude_label	181	3	1.3099792748760353	111	22	0.0	0.0	0.10893906039736068	0.06086371166650149	0.11059162158560577	0.13807822636545744	0.8009345462831937	15.916533103096423	17.854043603771057	0.8914805775278044	0.8287292817679558	0.8342541436464088	0.16932001678500871	0.2701130110993716	0
answerdotai_ModernBERT-base	head_embed_cache_answerdotai_ModernBERT-base.jsonl	orig	dream__ppt	dream	ppt	199	181	18	0	5	3	2	dreamed,dreamt	dreamed	dreamt	0.0015	fisher_exact	True	5	3	0	0	3	0	0		form	form_label	199	2	0.9999817845368457	100	99	0.0	0.0	0.2994782435805953	0.17075337178323408	0.10387951013853046	0.1491293343038379	0.6965732840118839	15.416759333529315	18.61676319749437	0.8281116953565942	1.0	0.9949748743718593	0.9600010203040507	0.9185752173714274	0
answerdotai_ModernBERT-base	head_embed_cache_answerdotai_ModernBERT-base.jsonl	orig	dream__ppt	dream	ppt	199	181	18	0	5	3	2	dreamed,dreamt	dreamed	dreamt	0.0015	fisher_exact	True	5	3	0	0	3	0	0		raw	raw_label	199	5	1.6985903204516677	111	4	0.0	0.0	0.01815516043062263	0.010376054717601968	0.11039926431624733	0.13671949349098733	0.807487370654463	15.900320733739337	17.725147348872486	0.8970487195837484	0.6884422110552764	0.6934673366834171	0.13854413302979499	0.20612797568293686	0
answerdotai_ModernBERT-base	head_embed_cache_answerdotai_ModernBERT-base.jsonl	orig	dream__pst	dream	pst	197	190	7	0	5	4	2	dreamed,dreamt	dreamed	dreamt	0.0	chi_sq	True	5	0	4	0	0	4	0		conditioned-cat-only	cat_only_label	0	0		0	0															0
answerdotai_ModernBERT-base	head_embed_cache_answerdotai_ModernBERT-base.jsonl	orig	dream__pst	dream	pst	197	190	7	0	5	4	2	dreamed,dreamt	dreamed	dreamt	0.0	chi_sq	True	5	0	4	0	0	4	0		conditioned-exclude	conditioned_exclude_label	0	0		0	0															0
answerdotai_ModernBERT-base	head_embed_cache_answerdotai_ModernBERT-base.jsonl	orig	dream__pst	dream	pst	197	190	7	0	5	4	2	dreamed,dreamt	dreamed	dreamt	0.0	chi_sq	True	5	0	4	0	0	4	0		form	form_label	197	2	0.9999814128006821	99	98	0.0	0.0	0.3192306958470727	0.18331192702907131	0.10864605396734743	0.1602975089977994	0.6777775565360716	15.903867751319877	19.497034308721535	0.8157070198212484	0.9949238578680203	0.9949238578680203	0.9796949082663369	0.9589098519422216	0
answerdotai_ModernBERT-base	head_embed_cache_answerdotai_ModernBERT-base.jsonl	orig	dream__pst	dream	pst	197	190	7	0	5	4	2	dreamed,dreamt	dreamed	dreamt	0.0	chi_sq	True	5	0	4	0	0	4	0		raw	raw_label	197	5	2.0094602437853	69	7	0.0	0.0	0.05065007464634296	0.029052723915618094	0.11644819655040943	0.14151035257449598	0.8228952471099741	16.43114214686173	18.19598608390713	0.9030091620807371	0.700507614213198	0.700507614213198	0.17428217417498204	0.27489660070885175	0
answerdotai_ModernBERT-base	head_embed_cache_answerdotai_ModernBERT-base.jsonl	orig	drink__ppt	drink	ppt	200	183	17	0	7	3	2	drank,drunk	drank	drunk	0.0185	fisher_exact	True	7	2	1	0	2	1	0		conditioned-cat-only	cat_only_label	0	0		0	0															0
answerdotai_ModernBERT-base	head_embed_cache_answerdotai_ModernBERT-base.jsonl	orig	drink__ppt	drink	ppt	200	183	17	0	7	3	2	drank,drunk	drank	drunk	0.0185	fisher_exact	True	7	2	1	0	2	1	0		conditioned-exclude	conditioned_exclude_label	132	2	0.7455178428108284	104	28	0.0	0.0	0.042640193596410525	0.02339528609465892	0.12444966194809966	0.129625235452176	0.9600727938042141	16.776426058791944	17.14062390413907	0.9787523577097343	0.8636363636363636	0.8712121212121212	-0.003128089221645459	-0.002760889748037233	0
answerdotai_ModernBERT-base	head_embed_cache_answerdotai_ModernBERT-base.jsonl	orig	drink__ppt	drink	ppt	200	183	17	0	7	3	2	drank,drunk	drank	drunk	0.0185	fisher_exact	True	7	2	1	0	2	1	0		form	form_label	200	2	1.0	100	100	0.0	0.0	0.1649263123165529	0.09050104663696872	0.11231868101780379	0.13437153941709015	0.8358814783625114	15.954989118783887	17.536293213961446	0.909826776053299	1.0	1.0	0.012154868536856185	0.009346123775942078	0
answerdotai_ModernBERT-base	head_embed_cache_answerdotai_ModernBERT-base.jsonl	orig	drink__ppt	drink	ppt	200	183	17	0	7	3	2	drank,drunk	drank	drunk	0.0185	fisher_exact	True	7	2	1	0	2	1	0		raw	raw_label	200	7	1.8199338849640223	104	1	0.2857142857142857	0.2857142857142857	-0.10695235990370362	-0.04771337086428937	0.11819334001683605	0.1262636569881851	0.9360836113585383	16.32836432133245	16.981236160978803	0.9615533384344194	0.695	0.7	0.08983121402767515	0.15849414786057078	0
