model	cache_path	embedding_type	system_id	lemma	msps	n_tokens_total_system	n_tokens_with_conditioning	n_tokens_unmatched_conditioning	n_tokens_unexpected_form	n_meanings_total_system	n_meanings_with_conditioning	n_forms_observed_system	observed_forms	expected_form_1	expected_form_2	pair_p_value	pair_test_type	pair_significant	pair_attested_meanings	cond_no_cond_count_expected	cond_prob_count_expected	cond_cat_count_expected	cond_no_cond_count_matched	cond_prob_count_matched	cond_cat_count_matched	system_notes	label_type	label_column	n_samples_eval	n_labels	label_entropy	label_max_count	label_min_count	label_singleton_fraction	label_sparse_fraction	silhouette_cosine	silhouette_euclidean	within_cosine	between_cosine	within_between_ratio_cosine	within_euclidean	between_euclidean	within_between_ratio_euclidean	nearest_centroid_loo_acc_cosine	nearest_centroid_loo_acc_euclidean	kmeans_ari	kmeans_ami	kmeans_pca_components_used
answerdotai_ModernBERT-base	head_embed_cache_answerdotai_ModernBERT-base.jsonl	delta	burn__pst	burn	pst	198	130	68	0	20	3	2	burned,burnt	burned	burnt	0.0	fisher_exact	True	21	2	0	1	2	0	1		conditioned-exclude	conditioned_exclude_label	130	4	1.3101187762447488	89	3	0.0	0.0	-0.40411507709137473	-0.22365285522730086	0.9633190349765556	1.041653646632512	0.9247978328408883	15.757506531673599	16.23798563071428	0.9704101783332132	0.23846153846153847	0.19230769230769232	0.024875995536933992	0.10906950429383161	0
answerdotai_ModernBERT-base	head_embed_cache_answerdotai_ModernBERT-base.jsonl	delta	burn__pst	burn	pst	198	130	68	0	20	3	2	burned,burnt	burned	burnt	0.0	fisher_exact	True	21	2	0	1	2	0	1		form	form_label	198	2	0.999926399368686	100	98	0.0	0.0	0.7683971418309087	0.5148096640790477	0.3740505764080212	1.6210381994231473	0.23074753978106657	10.535465535807232	21.73054010248432	0.4848229950162526	1.0	1.0	1.0	1.0	0
answerdotai_ModernBERT-base	head_embed_cache_answerdotai_ModernBERT-base.jsonl	delta	burn__pst	burn	pst	198	130	68	0	20	3	2	burned,burnt	burned	burnt	0.0	fisher_exact	True	21	2	0	1	2	0	1		raw	raw_label	198	20	3.042396475146948	89	1	0.05	0.4	-0.5367037916067933	-0.3023865648489228	0.9666355774314701	1.0107668768717835	0.9563387953739688	15.782887404399476	16.27332400122455	0.9698625433385232	0.17676767676767677	0.14646464646464646	0.05726594449147513	0.13189822033205378	0
answerdotai_ModernBERT-base	head_embed_cache_answerdotai_ModernBERT-base.jsonl	delta	creep__ppt	creep	ppt	200	173	27	0	7	3	2	creeped,crept	creeped	crept	0.0	fisher_exact	True	7	0	1	2	0	1	2		conditioned-exclude	conditioned_exclude_label	100	3	0.992997266270944	72	3	0.0	0.0	0.372354568302599	0.22538284937651248	0.26653646936099085	1.512354675431745	0.17623939257826565	10.28013286683646	23.4753952035832	0.43791096071802604	0.99	0.99	0.5166445358217371	0.6704533182392237	0
answerdotai_ModernBERT-base	head_embed_cache_answerdotai_ModernBERT-base.jsonl	delta	creep__ppt	creep	ppt	200	173	27	0	7	3	2	creeped,crept	creeped	crept	0.0	fisher_exact	True	7	0	1	2	0	1	2		form	form_label	200	2	1.0	100	100	0.0	0.0	0.8312687817574042	0.5884965055309196	0.281131161641763	1.6738214868558077	0.16795767281602664	10.157235944836863	24.688646241577697	0.4114132401367252	1.0	1.0	1.0	1.0	0
answerdotai_ModernBERT-base	head_embed_cache_answerdotai_ModernBERT-base.jsonl	delta	creep__ppt	creep	ppt	200	173	27	0	7	3	2	creeped,crept	creeped	crept	0.0	fisher_exact	True	7	0	1	2	0	1	2		raw	raw_label	200	7	2.047756286887821	73	1	0.14285714285714285	0.2857142857142857	-0.22650424690237653	-0.1141128181354753	0.45096047671624945	1.1936757701574272	0.37779143046254077	11.776812560918488	19.739950953101012	0.5965978633330106	0.75	0.66	0.27340270771632735	0.3668075457595905	0
answerdotai_ModernBERT-base	head_embed_cache_answerdotai_ModernBERT-base.jsonl	delta	creep__pst	creep	pst	199	192	7	0	6	4	2	creeped,crept	creeped	crept	0.0	fisher_exact	True	6	0	1	3	0	1	3		conditioned-exclude	conditioned_exclude_label	150	5	1.6571237065559545	80	2	0.0	0.2	0.06957847798239893	0.020181128282713522	0.2534690237924089	1.3932526791057274	0.1819260982545538	9.656123868186548	21.503702756744	0.4490447053430456	0.84	0.8333333333333334	0.4288828809902293	0.5109952943625834	0
answerdotai_ModernBERT-base	head_embed_cache_answerdotai_ModernBERT-base.jsonl	delta	creep__pst	creep	pst	199	192	7	0	6	4	2	creeped,crept	creeped	crept	0.0	fisher_exact	True	6	0	1	3	0	1	3		form	form_label	199	2	0.9999817845368457	100	99	0.0	0.0	0.8294913763451158	0.5879249084075977	0.2868273949022015	1.688527878848719	0.16986832050280842	10.116404737495685	24.543446340545508	0.41218354574693505	1.0	1.0	1.0	1.0	0
answerdotai_ModernBERT-base	head_embed_cache_answerdotai_ModernBERT-base.jsonl	delta	creep__pst	creep	pst	199	192	7	0	6	4	2	creeped,crept	creeped	crept	0.0	fisher_exact	True	6	0	1	3	0	1	3		raw	raw_label	199	6	2.074652806440842	80	1	0.16666666666666666	0.16666666666666666	-0.025650834593023017	-0.019126856184662876	0.37528881341325004	1.2136235090733547	0.3092300129385237	10.8848220482879	19.70678711877815	0.5523387441434328	0.6231155778894473	0.5829145728643216	0.2535898780671104	0.37414129184239897	0
answerdotai_ModernBERT-base	head_embed_cache_answerdotai_ModernBERT-base.jsonl	delta	disprove__ppt	disprove	ppt	197	197	0	0	1	1	2	disproved,disproven	disproved	disproven		fisher_exact	False	1	1	0	0	1	0	0		conditioned-exclude	conditioned_exclude_label	197	1	-0.0	197	197	0.0	0.0													0
answerdotai_ModernBERT-base	head_embed_cache_answerdotai_ModernBERT-base.jsonl	delta	disprove__ppt	disprove	ppt	197	197	0	0	1	1	2	disproved,disproven	disproved	disproven		fisher_exact	False	1	1	0	0	1	0	0		form	form_label	197	2	0.9999814128006821	99	98	0.0	0.0	0.8163386248270468	0.5695348627636578	0.3092998370244162	1.6887115709787448	0.18315729123899588	11.122129830138245	25.849258490342404	0.43026881542051226	1.0	1.0	1.0	1.0	0
answerdotai_ModernBERT-base	head_embed_cache_answerdotai_ModernBERT-base.jsonl	delta	disprove__ppt	disprove	ppt	197	197	0	0	1	1	2	disproved,disproven	disproved	disproven		fisher_exact	False	1	1	0	0	1	0	0		raw	raw_label	197	1	-0.0	197	197	0.0	0.0													0
answerdotai_ModernBERT-base	head_embed_cache_answerdotai_ModernBERT-base.jsonl	delta	dive__pst	dive	pst	198	182	16	0	7	3	2	dived,dove	dived	dove	0.0014	fisher_exact	True	7	1	2	0	1	2	0		conditioned-exclude	conditioned_exclude_label	67	1	-0.0	67	67	0.0	0.0													0
answerdotai_ModernBERT-base	head_embed_cache_answerdotai_ModernBERT-base.jsonl	delta	dive__pst	dive	pst	198	182	16	0	7	3	2	dived,dove	dived	dove	0.0014	fisher_exact	True	7	1	2	0	1	2	0		form	form_label	198	2	1.0	99	99	0.0	0.0	0.7935427432545682	0.5413680350925637	0.3398936465969817	1.6576547007997704	0.20504490255599844	11.022179256747695	24.093867418346033	0.4574682455650506	1.0	1.0	1.0	1.0	0
answerdotai_ModernBERT-base	head_embed_cache_answerdotai_ModernBERT-base.jsonl	delta	dive__pst	dive	pst	198	182	16	0	7	3	2	dived,dove	dived	dove	0.0014	fisher_exact	True	7	1	2	0	1	2	0		raw	raw_label	198	7	1.907799970324791	73	1	0.42857142857142855	0.42857142857142855	-0.349298599287811	-0.1963144680332702	0.9674818788890471	1.0167002976758872	0.9515900419235145	16.910180604427293	17.877898301187226	0.9458707237027033	0.3686868686868687	0.2878787878787879	0.038871422258903665	0.044999286481247604	0
answerdotai_ModernBERT-base	head_embed_cache_answerdotai_ModernBERT-base.jsonl	delta	dream__ppt	dream	ppt	199	181	18	0	5	3	2	dreamed,dreamt	dreamed	dreamt	0.0015	fisher_exact	True	5	3	0	0	3	0	0		conditioned-exclude	conditioned_exclude_label	181	3	1.3099792748760353	111	22	0.0	0.0	-0.05966486281819155	-0.010726755030629795	1.000325937885337	1.0025777404508986	0.997753987072814	16.376115867678436	16.914321399176547	0.9681804833432861	0.5469613259668509	0.425414364640884	-0.02457860910864101	0.03287552403617681	0
answerdotai_ModernBERT-base	head_embed_cache_answerdotai_ModernBERT-base.jsonl	delta	dream__ppt	dream	ppt	199	181	18	0	5	3	2	dreamed,dreamt	dreamed	dreamt	0.0015	fisher_exact	True	5	3	0	0	3	0	0		form	form_label	199	2	0.9999817845368457	100	99	0.0	0.0	0.8122350375702587	0.5637311614805994	0.31454094546418415	1.6840110277047131	0.18678081098607752	10.060614968154283	23.119902929454952	0.4351495332334192	1.0	1.0	1.0	1.0	0
answerdotai_ModernBERT-base	head_embed_cache_answerdotai_ModernBERT-base.jsonl	delta	dream__ppt	dream	ppt	199	181	18	0	5	3	2	dreamed,dreamt	dreamed	dreamt	0.0015	fisher_exact	True	5	3	0	0	3	0	0		raw	raw_label	199	5	1.6985903204516677	111	4	0.0	0.0	-0.36142655031914234	-0.22675273984474845	0.9944227121135508	1.0078826074530949	0.986645373935406	16.316298890665713	16.814134299189515	0.9703918501145908	0.2613065326633166	0.11055276381909548	0.10090829367731385	0.14832483263592916	0
answerdotai_ModernBERT-base	head_embed_cache_answerdotai_ModernBERT-base.jsonl	delta	dream__pst	dream	pst	197	190	7	0	5	4	2	dreamed,dreamt	dreamed	dreamt	0.0	chi_sq	True	5	0	4	0	0	4	0		conditioned-exclude	conditioned_exclude_label	0	0		0	0															0
answerdotai_ModernBERT-base	head_embed_cache_answerdotai_ModernBERT-base.jsonl	delta	dream__pst	dream	pst	197	190	7	0	5	4	2	dreamed,dreamt	dreamed	dreamt	0.0	chi_sq	True	5	0	4	0	0	4	0		form	form_label	197	2	0.9999814128006821	99	98	0.0	0.0	0.7938090980896539	0.5460612780486601	0.3381742315732497	1.6573060804885265	0.20405055864729926	11.296163513654212	24.93695615159365	0.4529888670046166	1.0	1.0	1.0	1.0	0
answerdotai_ModernBERT-base	head_embed_cache_answerdotai_ModernBERT-base.jsonl	delta	dream__pst	dream	pst	197	190	7	0	5	4	2	dreamed,dreamt	dreamed	dreamt	0.0	chi_sq	True	5	0	4	0	0	4	0		raw	raw_label	197	5	2.0094602437853	69	7	0.0	0.0	-0.23259956706911689	-0.10083024587608533	0.8685392803275331	1.0515203004866909	0.82598431996561	16.447686910162606	18.7993250567695	0.8749083735982273	0.6192893401015228	0.350253807106599	0.08188434150494936	0.09790802301137388	0
answerdotai_ModernBERT-base	head_embed_cache_answerdotai_ModernBERT-base.jsonl	delta	drink__ppt	drink	ppt	200	183	17	0	7	3	2	drank,drunk	drank	drunk	0.0185	fisher_exact	True	7	2	1	0	2	1	0		conditioned-exclude	conditioned_exclude_label	132	2	0.7455178428108284	104	28	0.0	0.0	-0.01301390735945014	-0.01518825955768562	0.9906436894240809	0.9793809711761718	1.0114998336493952	12.813610921501244	12.554579491092147	1.020632425848503	0.4393939393939394	0.4621212121212121	-0.009036779587509638	-0.005575178156578395	0
answerdotai_ModernBERT-base	head_embed_cache_answerdotai_ModernBERT-base.jsonl	delta	drink__ppt	drink	ppt	200	183	17	0	7	3	2	drank,drunk	drank	drunk	0.0185	fisher_exact	True	7	2	1	0	2	1	0		form	form_label	200	2	1.0	100	100	0.0	0.0	0.7465704684290014	0.49253222320547685	0.4021795959157795	1.5943861376484227	0.2522472984549141	8.460854306675417	16.6655019059461	0.5076867384148005	1.0	1.0	1.0	1.0	0
answerdotai_ModernBERT-base	head_embed_cache_answerdotai_ModernBERT-base.jsonl	delta	drink__ppt	drink	ppt	200	183	17	0	7	3	2	drank,drunk	drank	drunk	0.0185	fisher_exact	True	7	2	1	0	2	1	0		raw	raw_label	200	7	1.8199338849640223	104	1	0.2857142857142857	0.2857142857142857	-0.5914481265704079	-0.34264460360011634	0.9810434337887161	1.0124044184970489	0.9690232636924981	12.590911552128668	12.579878593264741	1.0008770322211085	0.295	0.03	0.06872849482474744	0.1414116345670957	0
answerdotai_ModernBERT-base	head_embed_cache_answerdotai_ModernBERT-base.jsonl	delta	drive__ppt	drive	ppt	142	93	49	0	15	4	2	driven,drove	driven	drove	0.0	fisher_exact	True	15	0	0	4	0	0	4		conditioned-exclude	conditioned_exclude_label	93	6	2.257035960830074	27	3	0.0	0.0	0.06953031743663121	0.031158081422190318	0.2805337093027735	1.141271922034443	0.24580794803283273	14.912569338658518	28.43111848123635	0.524515746663303	0.8064516129032258	0.8172043010752689	0.40009575621330085	0.5161150024708673	0
answerdotai_ModernBERT-base	head_embed_cache_answerdotai_ModernBERT-base.jsonl	delta	drive__ppt	drive	ppt	142	93	49	0	15	4	2	driven,drove	driven	drove	0.0	fisher_exact	True	15	0	0	4	0	0	4		form	form_label	142	2	0.9998568991526107	72	70	0.0	0.0	0.8092881251356818	0.5626468058867339	0.31097717822783527	1.6361715540367785	0.19006391931248856	15.472075796527795	35.43166221767995	0.4366737214154019	1.0	1.0	1.0	1.0	0
answerdotai_ModernBERT-base	head_embed_cache_answerdotai_ModernBERT-base.jsonl	delta	drive__ppt	drive	ppt	142	93	49	0	15	4	2	driven,drove	driven	drove	0.0	fisher_exact	True	15	0	0	4	0	0	4		raw	raw_label	142	15	3.2081115221477225	31	1	0.3333333333333333	0.4	-0.3451533388017721	-0.21023913981313638	0.5227312266660837	1.0443685121537003	0.5005237333210149	18.257770924752617	26.576846626577357	0.6869803322149775	0.5422535211267606	0.5140845070422535	0.2229181297800403	0.3367414129885635	0
answerdotai_ModernBERT-base	head_embed_cache_answerdotai_ModernBERT-base.jsonl	delta	eat__ppt	eat	ppt	199	171	28	0	8	2	2	ate,eaten	ate	eaten	0.0053	fisher_exact	True	8	1	1	0	1	1	0		conditioned-exclude	conditioned_exclude_label	142	1	-0.0	142	142	0.0	0.0													0
answerdotai_ModernBERT-base	head_embed_cache_answerdotai_ModernBERT-base.jsonl	delta	eat__ppt	eat	ppt	199	171	28	0	8	2	2	ate,eaten	ate	eaten	0.0053	fisher_exact	True	8	1	1	0	1	1	0		form	form_label	199	2	0.9999817845368457	100	99	0.0	0.0	0.803985947047481	0.5579546862828422	0.3239770424191311	1.6608479402107776	0.19506725123674795	16.236253120123596	36.761233749804376	0.44166779685978297	1.0	1.0	1.0	1.0	0
answerdotai_ModernBERT-base	head_embed_cache_answerdotai_ModernBERT-base.jsonl	delta	eat__ppt	eat	ppt	199	171	28	0	8	2	2	ate,eaten	ate	eaten	0.0053	fisher_exact	True	8	1	1	0	1	1	0		raw	raw_label	199	8	1.4428159561419673	142	1	0.125	0.25	-0.6196572881017194	-0.3578452749224426	0.9803539904559906	1.0134555199746405	0.9673379552765392	26.24063068900988	26.905524515209862	0.9752878325853074	0.36683417085427134	0.020100502512562814	0.04312734970739887	0.05721135183330368	0
answerdotai_ModernBERT-base	head_embed_cache_answerdotai_ModernBERT-base.jsonl	delta	fall__ppt	fall	ppt	200	151	49	0	14	4	2	fallen,fell	fallen	fell	0.0	fisher_exact	True	14	0	2	2	0	2	2		conditioned-exclude	conditioned_exclude_label	69	4	1.5574653812571848	30	4	0.0	0.0	0.1704782060727478	0.10360582611370803	0.3040548858467858	1.3928967724622765	0.2182896046986285	13.05716860540591	27.565712497118366	0.4736742649685135	0.8985507246376812	0.8840579710144928	0.7195056771714515	0.6857406598225997	0
answerdotai_ModernBERT-base	head_embed_cache_answerdotai_ModernBERT-base.jsonl	delta	fall__ppt	fall	ppt	200	151	49	0	14	4	2	fallen,fell	fallen	fell	0.0	fisher_exact	True	14	0	2	2	0	2	2		form	form_label	200	2	1.0	100	100	0.0	0.0	0.8120889342362133	0.5705545643376487	0.31021145325581745	1.6750311499782073	0.185197423498574	13.015457217156435	30.322321707637805	0.4292368289819314	1.0	1.0	1.0	1.0	0
answerdotai_ModernBERT-base	head_embed_cache_answerdotai_ModernBERT-base.jsonl	delta	fall__ppt	fall	ppt	200	151	49	0	14	4	2	fallen,fell	fallen	fell	0.0	fisher_exact	True	14	0	2	2	0	2	2		raw	raw_label	200	14	2.949755162174359	51	1	0.21428571428571427	0.35714285714285715	-0.5711552856664881	-0.30435286949159424	0.7465138148107144	1.0422543884681172	0.7162491451899033	18.425408225240695	22.320984417482784	0.8254747138665219	0.455	0.295	0.11220306917791086	0.18277826538571593	0
answerdotai_ModernBERT-base	head_embed_cache_answerdotai_ModernBERT-base.jsonl	delta	fall__pst	fall	pst	199	0	199	0	22	0	2	fell,felled					False	0	0	0	0	0	0	0	missing_conditioning_forms;missing_conditioning_rows;missing_pair_test;missing_cond_counts	conditioned-exclude	conditioned_exclude_label	0	0		0	0															0
answerdotai_ModernBERT-base	head_embed_cache_answerdotai_ModernBERT-base.jsonl	delta	fall__pst	fall	pst	199	0	199	0	22	0	2	fell,felled					False	0	0	0	0	0	0	0	missing_conditioning_forms;missing_conditioning_rows;missing_pair_test;missing_cond_counts	form	form_label	199	2	0.9999817845368457	100	99	0.0	0.0	0.7240280754675706	0.4738043401700573	0.42019407184926005	1.5356781476149939	0.2736211832549993	11.937237821718924	22.72632076552999	0.5252604653818254	1.0	1.0	1.0	1.0	0
answerdotai_ModernBERT-base	head_embed_cache_answerdotai_ModernBERT-base.jsonl	delta	fall__pst	fall	pst	199	0	199	0	22	0	2	fell,felled					False	0	0	0	0	0	0	0	missing_conditioning_forms;missing_conditioning_rows;missing_pair_test;missing_cond_counts	raw	raw_label	199	22	3.6565111720591474	48	1	0.22727272727272727	0.36363636363636365	-0.0945920843103614	-0.050669215668819656	0.39387922861365776	1.0502358040701076	0.37503885040598434	11.82480006714257	18.01424414018477	0.6564138897598668	0.5226130653266332	0.49748743718592964	0.1788853451766982	0.34652254062000676	0
