model	embed_type	layer	lemma	msps	system_id	semantic_label	form_1	form_2	cond_type	n_tokens	k2_sil
kanishka_GlossBERT	orig	6	bid	ppt	bid__ppt	"To offer (a price) whether for payment or acceptance. ""The contractor bid $10,00"	bidden	bid	cat	40	0.1359367072582245
kanishka_GlossBERT	delta	6	bid	ppt	bid__ppt	"To offer (a price) whether for payment or acceptance. ""The contractor bid $10,00"	bidden	bid	cat	40	0.10822983831167221
kanishka_GlossBERT	orig	7	bid	ppt	bid__ppt	"To offer (a price) whether for payment or acceptance. ""The contractor bid $10,00"	bidden	bid	cat	40	0.16766291856765747
kanishka_GlossBERT	delta	7	bid	ppt	bid__ppt	"To offer (a price) whether for payment or acceptance. ""The contractor bid $10,00"	bidden	bid	cat	40	0.10419442504644394
kanishka_GlossBERT	orig	8	bid	ppt	bid__ppt	"To offer (a price) whether for payment or acceptance. ""The contractor bid $10,00"	bidden	bid	cat	40	0.1693403422832489
kanishka_GlossBERT	delta	8	bid	ppt	bid__ppt	"To offer (a price) whether for payment or acceptance. ""The contractor bid $10,00"	bidden	bid	cat	40	0.10200734436511993
kanishka_GlossBERT	orig	9	bid	ppt	bid__ppt	"To offer (a price) whether for payment or acceptance. ""The contractor bid $10,00"	bidden	bid	cat	40	0.131784126162529
kanishka_GlossBERT	delta	9	bid	ppt	bid__ppt	"To offer (a price) whether for payment or acceptance. ""The contractor bid $10,00"	bidden	bid	cat	40	0.05930739641189575
kanishka_GlossBERT	orig	10	bid	ppt	bid__ppt	"To offer (a price) whether for payment or acceptance. ""The contractor bid $10,00"	bidden	bid	cat	40	0.11782753467559814
kanishka_GlossBERT	delta	10	bid	ppt	bid__ppt	"To offer (a price) whether for payment or acceptance. ""The contractor bid $10,00"	bidden	bid	cat	40	0.05091279745101929
kanishka_GlossBERT	orig	11	bid	ppt	bid__ppt	"To offer (a price) whether for payment or acceptance. ""The contractor bid $10,00"	bidden	bid	cat	40	0.10037782043218613
kanishka_GlossBERT	delta	11	bid	ppt	bid__ppt	"To offer (a price) whether for payment or acceptance. ""The contractor bid $10,00"	bidden	bid	cat	40	0.09168042987585068
kanishka_GlossBERT	orig	12	bid	ppt	bid__ppt	"To offer (a price) whether for payment or acceptance. ""The contractor bid $10,00"	bidden	bid	cat	40	0.09669394791126251
kanishka_GlossBERT	delta	12	bid	ppt	bid__ppt	"To offer (a price) whether for payment or acceptance. ""The contractor bid $10,00"	bidden	bid	cat	40	0.06264220178127289
kanishka_GlossBERT	orig	0	bid	ppt	bid__ppt	"To issue an order to. To tell. ""did as I was bid"""	bidden	bid	prob	25	0.5890451669692993
kanishka_GlossBERT	delta	0	bid	ppt	bid__ppt	"To issue an order to. To tell. ""did as I was bid"""	bidden	bid	prob	25	nan
kanishka_GlossBERT	orig	1	bid	ppt	bid__ppt	"To issue an order to. To tell. ""did as I was bid"""	bidden	bid	prob	25	0.062360912561416626
kanishka_GlossBERT	delta	1	bid	ppt	bid__ppt	"To issue an order to. To tell. ""did as I was bid"""	bidden	bid	prob	25	0.2949458062648773
kanishka_GlossBERT	orig	2	bid	ppt	bid__ppt	"To issue an order to. To tell. ""did as I was bid"""	bidden	bid	prob	25	0.02377692610025406
kanishka_GlossBERT	delta	2	bid	ppt	bid__ppt	"To issue an order to. To tell. ""did as I was bid"""	bidden	bid	prob	25	0.08289248496294022
kanishka_GlossBERT	orig	3	bid	ppt	bid__ppt	"To issue an order to. To tell. ""did as I was bid"""	bidden	bid	prob	25	0.2526776194572449
kanishka_GlossBERT	delta	3	bid	ppt	bid__ppt	"To issue an order to. To tell. ""did as I was bid"""	bidden	bid	prob	25	0.31387394666671753
kanishka_GlossBERT	orig	4	bid	ppt	bid__ppt	"To issue an order to. To tell. ""did as I was bid"""	bidden	bid	prob	25	0.3054659068584442
kanishka_GlossBERT	delta	4	bid	ppt	bid__ppt	"To issue an order to. To tell. ""did as I was bid"""	bidden	bid	prob	25	0.32242316007614136
kanishka_GlossBERT	orig	5	bid	ppt	bid__ppt	"To issue an order to. To tell. ""did as I was bid"""	bidden	bid	prob	25	0.2811925709247589
kanishka_GlossBERT	delta	5	bid	ppt	bid__ppt	"To issue an order to. To tell. ""did as I was bid"""	bidden	bid	prob	25	0.28610384464263916
kanishka_GlossBERT	orig	6	bid	ppt	bid__ppt	"To issue an order to. To tell. ""did as I was bid"""	bidden	bid	prob	25	0.2632735073566437
kanishka_GlossBERT	delta	6	bid	ppt	bid__ppt	"To issue an order to. To tell. ""did as I was bid"""	bidden	bid	prob	25	0.26733511686325073
kanishka_GlossBERT	orig	7	bid	ppt	bid__ppt	"To issue an order to. To tell. ""did as I was bid"""	bidden	bid	prob	25	0.28853440284729004
kanishka_GlossBERT	delta	7	bid	ppt	bid__ppt	"To issue an order to. To tell. ""did as I was bid"""	bidden	bid	prob	25	0.2707347571849823
kanishka_GlossBERT	orig	8	bid	ppt	bid__ppt	"To issue an order to. To tell. ""did as I was bid"""	bidden	bid	prob	25	0.2920116186141968
kanishka_GlossBERT	delta	8	bid	ppt	bid__ppt	"To issue an order to. To tell. ""did as I was bid"""	bidden	bid	prob	25	0.25298964977264404
kanishka_GlossBERT	orig	9	bid	ppt	bid__ppt	"To issue an order to. To tell. ""did as I was bid"""	bidden	bid	prob	25	0.27383145689964294
kanishka_GlossBERT	delta	9	bid	ppt	bid__ppt	"To issue an order to. To tell. ""did as I was bid"""	bidden	bid	prob	25	0.21838440001010895
kanishka_GlossBERT	orig	10	bid	ppt	bid__ppt	"To issue an order to. To tell. ""did as I was bid"""	bidden	bid	prob	25	0.2422846257686615
kanishka_GlossBERT	delta	10	bid	ppt	bid__ppt	"To issue an order to. To tell. ""did as I was bid"""	bidden	bid	prob	25	0.19314678013324738
kanishka_GlossBERT	orig	11	bid	ppt	bid__ppt	"To issue an order to. To tell. ""did as I was bid"""	bidden	bid	prob	25	0.24467065930366516
kanishka_GlossBERT	delta	11	bid	ppt	bid__ppt	"To issue an order to. To tell. ""did as I was bid"""	bidden	bid	prob	25	0.20518375933170319
kanishka_GlossBERT	orig	12	bid	ppt	bid__ppt	"To issue an order to. To tell. ""did as I was bid"""	bidden	bid	prob	25	0.25360628962516785
kanishka_GlossBERT	delta	12	bid	ppt	bid__ppt	"To issue an order to. To tell. ""did as I was bid"""	bidden	bid	prob	25	0.18886123597621918
kanishka_GlossBERT	orig	0	bid	ppt	bid__ppt	"To give expression to. ""bade a tearful farewell"""	bidden	bid	no_cond	10	0.823051929473877
kanishka_GlossBERT	delta	0	bid	ppt	bid__ppt	"To give expression to. ""bade a tearful farewell"""	bidden	bid	no_cond	10	nan
kanishka_GlossBERT	orig	1	bid	ppt	bid__ppt	"To give expression to. ""bade a tearful farewell"""	bidden	bid	no_cond	10	0.07591413706541061
kanishka_GlossBERT	delta	1	bid	ppt	bid__ppt	"To give expression to. ""bade a tearful farewell"""	bidden	bid	no_cond	10	0.22237661480903625
kanishka_GlossBERT	orig	2	bid	ppt	bid__ppt	"To give expression to. ""bade a tearful farewell"""	bidden	bid	no_cond	10	0.1212344616651535
kanishka_GlossBERT	delta	2	bid	ppt	bid__ppt	"To give expression to. ""bade a tearful farewell"""	bidden	bid	no_cond	10	0.08520353585481644
kanishka_GlossBERT	orig	3	bid	ppt	bid__ppt	"To give expression to. ""bade a tearful farewell"""	bidden	bid	no_cond	10	0.1255076378583908
kanishka_GlossBERT	delta	3	bid	ppt	bid__ppt	"To give expression to. ""bade a tearful farewell"""	bidden	bid	no_cond	10	0.18034791946411133
kanishka_GlossBERT	orig	4	bid	ppt	bid__ppt	"To give expression to. ""bade a tearful farewell"""	bidden	bid	no_cond	10	0.15200386941432953
kanishka_GlossBERT	delta	4	bid	ppt	bid__ppt	"To give expression to. ""bade a tearful farewell"""	bidden	bid	no_cond	10	0.15463511645793915
kanishka_GlossBERT	orig	5	bid	ppt	bid__ppt	"To give expression to. ""bade a tearful farewell"""	bidden	bid	no_cond	10	0.20606179535388947
kanishka_GlossBERT	delta	5	bid	ppt	bid__ppt	"To give expression to. ""bade a tearful farewell"""	bidden	bid	no_cond	10	0.15831880271434784
kanishka_GlossBERT	orig	6	bid	ppt	bid__ppt	"To give expression to. ""bade a tearful farewell"""	bidden	bid	no_cond	10	0.20448383688926697
kanishka_GlossBERT	delta	6	bid	ppt	bid__ppt	"To give expression to. ""bade a tearful farewell"""	bidden	bid	no_cond	10	0.19043979048728943
kanishka_GlossBERT	orig	7	bid	ppt	bid__ppt	"To give expression to. ""bade a tearful farewell"""	bidden	bid	no_cond	10	0.22726242244243622
kanishka_GlossBERT	delta	7	bid	ppt	bid__ppt	"To give expression to. ""bade a tearful farewell"""	bidden	bid	no_cond	10	0.1556117832660675
kanishka_GlossBERT	orig	8	bid	ppt	bid__ppt	"To give expression to. ""bade a tearful farewell"""	bidden	bid	no_cond	10	0.2399808168411255
kanishka_GlossBERT	delta	8	bid	ppt	bid__ppt	"To give expression to. ""bade a tearful farewell"""	bidden	bid	no_cond	10	0.1364152878522873
kanishka_GlossBERT	orig	9	bid	ppt	bid__ppt	"To give expression to. ""bade a tearful farewell"""	bidden	bid	no_cond	10	0.21461305022239685
kanishka_GlossBERT	delta	9	bid	ppt	bid__ppt	"To give expression to. ""bade a tearful farewell"""	bidden	bid	no_cond	10	0.07418856024742126
kanishka_GlossBERT	orig	10	bid	ppt	bid__ppt	"To give expression to. ""bade a tearful farewell"""	bidden	bid	no_cond	10	0.21613839268684387
kanishka_GlossBERT	delta	10	bid	ppt	bid__ppt	"To give expression to. ""bade a tearful farewell"""	bidden	bid	no_cond	10	0.08957056701183319
kanishka_GlossBERT	orig	11	bid	ppt	bid__ppt	"To give expression to. ""bade a tearful farewell"""	bidden	bid	no_cond	10	0.2268643081188202
kanishka_GlossBERT	delta	11	bid	ppt	bid__ppt	"To give expression to. ""bade a tearful farewell"""	bidden	bid	no_cond	10	0.09137159585952759
kanishka_GlossBERT	orig	12	bid	ppt	bid__ppt	"To give expression to. ""bade a tearful farewell"""	bidden	bid	no_cond	10	0.19269682466983795
kanishka_GlossBERT	delta	12	bid	ppt	bid__ppt	"To give expression to. ""bade a tearful farewell"""	bidden	bid	no_cond	10	0.0866425484418869
kanishka_GlossBERT	orig	0	bid	pst	bid__pst	"To offer (a price) whether for payment or acceptance. ""The contractor bid $10,00"	bid	bade	cat	3	0.1249750480055809
kanishka_GlossBERT	delta	0	bid	pst	bid__pst	"To offer (a price) whether for payment or acceptance. ""The contractor bid $10,00"	bid	bade	cat	3	nan
kanishka_GlossBERT	orig	1	bid	pst	bid__pst	"To offer (a price) whether for payment or acceptance. ""The contractor bid $10,00"	bid	bade	cat	3	0.12507863342761993
kanishka_GlossBERT	delta	1	bid	pst	bid__pst	"To offer (a price) whether for payment or acceptance. ""The contractor bid $10,00"	bid	bade	cat	3	0.32438892126083374
kanishka_GlossBERT	orig	2	bid	pst	bid__pst	"To offer (a price) whether for payment or acceptance. ""The contractor bid $10,00"	bid	bade	cat	3	0.04797087982296944
kanishka_GlossBERT	delta	2	bid	pst	bid__pst	"To offer (a price) whether for payment or acceptance. ""The contractor bid $10,00"	bid	bade	cat	3	0.33705803751945496
kanishka_GlossBERT	orig	3	bid	pst	bid__pst	"To offer (a price) whether for payment or acceptance. ""The contractor bid $10,00"	bid	bade	cat	3	0.08155810087919235
kanishka_GlossBERT	delta	3	bid	pst	bid__pst	"To offer (a price) whether for payment or acceptance. ""The contractor bid $10,00"	bid	bade	cat	3	0.29490578174591064
kanishka_GlossBERT	orig	4	bid	pst	bid__pst	"To offer (a price) whether for payment or acceptance. ""The contractor bid $10,00"	bid	bade	cat	3	0.04209482669830322
kanishka_GlossBERT	delta	4	bid	pst	bid__pst	"To offer (a price) whether for payment or acceptance. ""The contractor bid $10,00"	bid	bade	cat	3	0.18229162693023682
kanishka_GlossBERT	orig	5	bid	pst	bid__pst	"To offer (a price) whether for payment or acceptance. ""The contractor bid $10,00"	bid	bade	cat	3	0.049387603998184204
kanishka_GlossBERT	delta	5	bid	pst	bid__pst	"To offer (a price) whether for payment or acceptance. ""The contractor bid $10,00"	bid	bade	cat	3	0.14146976172924042
kanishka_GlossBERT	orig	6	bid	pst	bid__pst	"To offer (a price) whether for payment or acceptance. ""The contractor bid $10,00"	bid	bade	cat	3	0.08438845723867416
kanishka_GlossBERT	delta	6	bid	pst	bid__pst	"To offer (a price) whether for payment or acceptance. ""The contractor bid $10,00"	bid	bade	cat	3	0.11812255531549454
kanishka_GlossBERT	orig	7	bid	pst	bid__pst	"To offer (a price) whether for payment or acceptance. ""The contractor bid $10,00"	bid	bade	cat	3	0.0903935432434082
kanishka_GlossBERT	delta	7	bid	pst	bid__pst	"To offer (a price) whether for payment or acceptance. ""The contractor bid $10,00"	bid	bade	cat	3	0.09962248802185059
kanishka_GlossBERT	orig	8	bid	pst	bid__pst	"To offer (a price) whether for payment or acceptance. ""The contractor bid $10,00"	bid	bade	cat	3	0.08191606402397156
kanishka_GlossBERT	delta	8	bid	pst	bid__pst	"To offer (a price) whether for payment or acceptance. ""The contractor bid $10,00"	bid	bade	cat	3	0.09768319129943848
kanishka_GlossBERT	orig	9	bid	pst	bid__pst	"To offer (a price) whether for payment or acceptance. ""The contractor bid $10,00"	bid	bade	cat	3	0.07449711114168167
kanishka_GlossBERT	delta	9	bid	pst	bid__pst	"To offer (a price) whether for payment or acceptance. ""The contractor bid $10,00"	bid	bade	cat	3	0.10843838006258011
kanishka_GlossBERT	orig	10	bid	pst	bid__pst	"To offer (a price) whether for payment or acceptance. ""The contractor bid $10,00"	bid	bade	cat	3	0.06728250533342361
kanishka_GlossBERT	delta	10	bid	pst	bid__pst	"To offer (a price) whether for payment or acceptance. ""The contractor bid $10,00"	bid	bade	cat	3	0.10787368565797806
kanishka_GlossBERT	orig	11	bid	pst	bid__pst	"To offer (a price) whether for payment or acceptance. ""The contractor bid $10,00"	bid	bade	cat	3	0.0756191834807396
kanishka_GlossBERT	delta	11	bid	pst	bid__pst	"To offer (a price) whether for payment or acceptance. ""The contractor bid $10,00"	bid	bade	cat	3	0.11000270396471024
kanishka_GlossBERT	orig	12	bid	pst	bid__pst	"To offer (a price) whether for payment or acceptance. ""The contractor bid $10,00"	bid	bade	cat	3	0.18476301431655884
kanishka_GlossBERT	delta	12	bid	pst	bid__pst	"To offer (a price) whether for payment or acceptance. ""The contractor bid $10,00"	bid	bade	cat	3	0.07771164923906326
kanishka_GlossBERT	orig	0	bring	pst	bring__pst	To convey, lead, carry, or cause to come along with one toward the place from wh	brung	brought	no_cond	3	-0.0288725346326828
kanishka_GlossBERT	delta	0	bring	pst	bring__pst	To convey, lead, carry, or cause to come along with one toward the place from wh	brung	brought	no_cond	3	0.6666666865348816
kanishka_GlossBERT	orig	1	bring	pst	bring__pst	To convey, lead, carry, or cause to come along with one toward the place from wh	brung	brought	no_cond	3	-0.035127315670251846
kanishka_GlossBERT	delta	1	bring	pst	bring__pst	To convey, lead, carry, or cause to come along with one toward the place from wh	brung	brought	no_cond	3	0.606380045413971
kanishka_GlossBERT	orig	2	bring	pst	bring__pst	To convey, lead, carry, or cause to come along with one toward the place from wh	brung	brought	no_cond	3	-0.04933556541800499
kanishka_GlossBERT	delta	2	bring	pst	bring__pst	To convey, lead, carry, or cause to come along with one toward the place from wh	brung	brought	no_cond	3	0.49594131112098694
kanishka_GlossBERT	orig	3	bring	pst	bring__pst	To convey, lead, carry, or cause to come along with one toward the place from wh	brung	brought	no_cond	3	-0.06812543421983719
kanishka_GlossBERT	delta	3	bring	pst	bring__pst	To convey, lead, carry, or cause to come along with one toward the place from wh	brung	brought	no_cond	3	0.5102295875549316
kanishka_GlossBERT	orig	4	bring	pst	bring__pst	To convey, lead, carry, or cause to come along with one toward the place from wh	brung	brought	no_cond	3	-0.03502294048666954
kanishka_GlossBERT	delta	4	bring	pst	bring__pst	To convey, lead, carry, or cause to come along with one toward the place from wh	brung	brought	no_cond	3	0.5248820781707764
kanishka_GlossBERT	orig	5	bring	pst	bring__pst	To convey, lead, carry, or cause to come along with one toward the place from wh	brung	brought	no_cond	3	-0.032407891005277634
kanishka_GlossBERT	delta	5	bring	pst	bring__pst	To convey, lead, carry, or cause to come along with one toward the place from wh	brung	brought	no_cond	3	0.5120013952255249
kanishka_GlossBERT	orig	6	bring	pst	bring__pst	To convey, lead, carry, or cause to come along with one toward the place from wh	brung	brought	no_cond	3	-0.06643254309892654
kanishka_GlossBERT	delta	6	bring	pst	bring__pst	To convey, lead, carry, or cause to come along with one toward the place from wh	brung	brought	no_cond	3	0.5199777483940125
kanishka_GlossBERT	orig	7	bring	pst	bring__pst	To convey, lead, carry, or cause to come along with one toward the place from wh	brung	brought	no_cond	3	-0.044817280024290085
kanishka_GlossBERT	delta	7	bring	pst	bring__pst	To convey, lead, carry, or cause to come along with one toward the place from wh	brung	brought	no_cond	3	0.5084825754165649
kanishka_GlossBERT	orig	8	bring	pst	bring__pst	To convey, lead, carry, or cause to come along with one toward the place from wh	brung	brought	no_cond	3	-0.039985254406929016
kanishka_GlossBERT	delta	8	bring	pst	bring__pst	To convey, lead, carry, or cause to come along with one toward the place from wh	brung	brought	no_cond	3	0.49471402168273926
kanishka_GlossBERT	orig	9	bring	pst	bring__pst	To convey, lead, carry, or cause to come along with one toward the place from wh	brung	brought	no_cond	3	-0.062286484986543655
kanishka_GlossBERT	delta	9	bring	pst	bring__pst	To convey, lead, carry, or cause to come along with one toward the place from wh	brung	brought	no_cond	3	0.479872465133667
kanishka_GlossBERT	orig	10	bring	pst	bring__pst	To convey, lead, carry, or cause to come along with one toward the place from wh	brung	brought	no_cond	3	-0.07601147890090942
kanishka_GlossBERT	delta	10	bring	pst	bring__pst	To convey, lead, carry, or cause to come along with one toward the place from wh	brung	brought	no_cond	3	0.4349104166030884
kanishka_GlossBERT	orig	11	bring	pst	bring__pst	To convey, lead, carry, or cause to come along with one toward the place from wh	brung	brought	no_cond	3	-0.06382770091295242
kanishka_GlossBERT	delta	11	bring	pst	bring__pst	To convey, lead, carry, or cause to come along with one toward the place from wh	brung	brought	no_cond	3	0.4497579038143158
kanishka_GlossBERT	orig	12	bring	pst	bring__pst	To convey, lead, carry, or cause to come along with one toward the place from wh	brung	brought	no_cond	3	-0.07089584320783615
kanishka_GlossBERT	delta	12	bring	pst	bring__pst	To convey, lead, carry, or cause to come along with one toward the place from wh	brung	brought	no_cond	3	0.40373900532722473
kanishka_GlossBERT	orig	0	bring	pst	bring__pst	"(Dialect) To escort. To accompany. ""May I bring you home?"""	brung	brought	prob	6	0.4846091568470001
kanishka_GlossBERT	delta	0	bring	pst	bring__pst	"(Dialect) To escort. To accompany. ""May I bring you home?"""	brung	brought	prob	6	0.6962214112281799
kanishka_GlossBERT	orig	1	bring	pst	bring__pst	"(Dialect) To escort. To accompany. ""May I bring you home?"""	brung	brought	prob	6	0.16091381013393402
kanishka_GlossBERT	delta	1	bring	pst	bring__pst	"(Dialect) To escort. To accompany. ""May I bring you home?"""	brung	brought	prob	6	0.6333749294281006
kanishka_GlossBERT	orig	2	bring	pst	bring__pst	"(Dialect) To escort. To accompany. ""May I bring you home?"""	brung	brought	prob	6	0.32674750685691833
kanishka_GlossBERT	delta	2	bring	pst	bring__pst	"(Dialect) To escort. To accompany. ""May I bring you home?"""	brung	brought	prob	6	0.5431292057037354
kanishka_GlossBERT	orig	3	bring	pst	bring__pst	"(Dialect) To escort. To accompany. ""May I bring you home?"""	brung	brought	prob	6	0.32878577709198
kanishka_GlossBERT	delta	3	bring	pst	bring__pst	"(Dialect) To escort. To accompany. ""May I bring you home?"""	brung	brought	prob	6	0.5426220893859863
kanishka_GlossBERT	orig	4	bring	pst	bring__pst	"(Dialect) To escort. To accompany. ""May I bring you home?"""	brung	brought	prob	6	0.3144456148147583
kanishka_GlossBERT	delta	4	bring	pst	bring__pst	"(Dialect) To escort. To accompany. ""May I bring you home?"""	brung	brought	prob	6	0.48202916979789734
kanishka_GlossBERT	orig	5	bring	pst	bring__pst	"(Dialect) To escort. To accompany. ""May I bring you home?"""	brung	brought	prob	6	0.40965113043785095
kanishka_GlossBERT	delta	5	bring	pst	bring__pst	"(Dialect) To escort. To accompany. ""May I bring you home?"""	brung	brought	prob	6	0.29959607124328613
kanishka_GlossBERT	orig	6	bring	pst	bring__pst	"(Dialect) To escort. To accompany. ""May I bring you home?"""	brung	brought	prob	6	0.43531036376953125
kanishka_GlossBERT	delta	6	bring	pst	bring__pst	"(Dialect) To escort. To accompany. ""May I bring you home?"""	brung	brought	prob	6	0.4296044111251831
kanishka_GlossBERT	orig	7	bring	pst	bring__pst	"(Dialect) To escort. To accompany. ""May I bring you home?"""	brung	brought	prob	6	0.5169917941093445
kanishka_GlossBERT	delta	7	bring	pst	bring__pst	"(Dialect) To escort. To accompany. ""May I bring you home?"""	brung	brought	prob	6	0.38733088970184326
kanishka_GlossBERT	orig	8	bring	pst	bring__pst	"(Dialect) To escort. To accompany. ""May I bring you home?"""	brung	brought	prob	6	0.5634496808052063
kanishka_GlossBERT	delta	8	bring	pst	bring__pst	"(Dialect) To escort. To accompany. ""May I bring you home?"""	brung	brought	prob	6	0.38447561860084534
kanishka_GlossBERT	orig	9	bring	pst	bring__pst	"(Dialect) To escort. To accompany. ""May I bring you home?"""	brung	brought	prob	6	0.5719452500343323
kanishka_GlossBERT	delta	9	bring	pst	bring__pst	"(Dialect) To escort. To accompany. ""May I bring you home?"""	brung	brought	prob	6	0.11970031261444092
kanishka_GlossBERT	orig	10	bring	pst	bring__pst	"(Dialect) To escort. To accompany. ""May I bring you home?"""	brung	brought	prob	6	0.5916466116905212
kanishka_GlossBERT	delta	10	bring	pst	bring__pst	"(Dialect) To escort. To accompany. ""May I bring you home?"""	brung	brought	prob	6	0.11390215158462524
kanishka_GlossBERT	orig	11	bring	pst	bring__pst	"(Dialect) To escort. To accompany. ""May I bring you home?"""	brung	brought	prob	6	0.5914128422737122
kanishka_GlossBERT	delta	11	bring	pst	bring__pst	"(Dialect) To escort. To accompany. ""May I bring you home?"""	brung	brought	prob	6	0.11446637660264969
kanishka_GlossBERT	orig	12	bring	pst	bring__pst	"(Dialect) To escort. To accompany. ""May I bring you home?"""	brung	brought	prob	6	0.5840837955474854
kanishka_GlossBERT	delta	12	bring	pst	bring__pst	"(Dialect) To escort. To accompany. ""May I bring you home?"""	brung	brought	prob	6	0.13585849106311798
kanishka_GlossBERT	orig	0	burn	ppt	burn__ppt	"To cause to undergo combustion. Especially, to destroy by fire. ""burned the tras"	burnt	burned	no_cond	3	0.361591100692749
kanishka_GlossBERT	delta	0	burn	ppt	burn__ppt	"To cause to undergo combustion. Especially, to destroy by fire. ""burned the tras"	burnt	burned	no_cond	3	0.6666666865348816
kanishka_GlossBERT	orig	1	burn	ppt	burn__ppt	"To cause to undergo combustion. Especially, to destroy by fire. ""burned the tras"	burnt	burned	no_cond	3	0.3455643653869629
kanishka_GlossBERT	delta	1	burn	ppt	burn__ppt	"To cause to undergo combustion. Especially, to destroy by fire. ""burned the tras"	burnt	burned	no_cond	3	0.5743693709373474
kanishka_GlossBERT	orig	2	burn	ppt	burn__ppt	"To cause to undergo combustion. Especially, to destroy by fire. ""burned the tras"	burnt	burned	no_cond	3	0.3888375759124756
kanishka_GlossBERT	delta	2	burn	ppt	burn__ppt	"To cause to undergo combustion. Especially, to destroy by fire. ""burned the tras"	burnt	burned	no_cond	3	0.5063241124153137
kanishka_GlossBERT	orig	3	burn	ppt	burn__ppt	"To cause to undergo combustion. Especially, to destroy by fire. ""burned the tras"	burnt	burned	no_cond	3	0.42338478565216064
kanishka_GlossBERT	delta	3	burn	ppt	burn__ppt	"To cause to undergo combustion. Especially, to destroy by fire. ""burned the tras"	burnt	burned	no_cond	3	0.5075299739837646
kanishka_GlossBERT	orig	4	burn	ppt	burn__ppt	"To cause to undergo combustion. Especially, to destroy by fire. ""burned the tras"	burnt	burned	no_cond	3	0.40045973658561707
kanishka_GlossBERT	delta	4	burn	ppt	burn__ppt	"To cause to undergo combustion. Especially, to destroy by fire. ""burned the tras"	burnt	burned	no_cond	3	0.4753364622592926
kanishka_GlossBERT	orig	5	burn	ppt	burn__ppt	"To cause to undergo combustion. Especially, to destroy by fire. ""burned the tras"	burnt	burned	no_cond	3	0.38626930117607117
kanishka_GlossBERT	delta	5	burn	ppt	burn__ppt	"To cause to undergo combustion. Especially, to destroy by fire. ""burned the tras"	burnt	burned	no_cond	3	0.49004676938056946
kanishka_GlossBERT	orig	6	burn	ppt	burn__ppt	"To cause to undergo combustion. Especially, to destroy by fire. ""burned the tras"	burnt	burned	no_cond	3	0.3649119436740875
kanishka_GlossBERT	delta	6	burn	ppt	burn__ppt	"To cause to undergo combustion. Especially, to destroy by fire. ""burned the tras"	burnt	burned	no_cond	3	0.5072797536849976
kanishka_GlossBERT	orig	7	burn	ppt	burn__ppt	"To cause to undergo combustion. Especially, to destroy by fire. ""burned the tras"	burnt	burned	no_cond	3	0.3636681139469147
kanishka_GlossBERT	delta	7	burn	ppt	burn__ppt	"To cause to undergo combustion. Especially, to destroy by fire. ""burned the tras"	burnt	burned	no_cond	3	0.49983882904052734
kanishka_GlossBERT	orig	8	burn	ppt	burn__ppt	"To cause to undergo combustion. Especially, to destroy by fire. ""burned the tras"	burnt	burned	no_cond	3	0.3547001779079437
kanishka_GlossBERT	delta	8	burn	ppt	burn__ppt	"To cause to undergo combustion. Especially, to destroy by fire. ""burned the tras"	burnt	burned	no_cond	3	0.4991432726383209
kanishka_GlossBERT	orig	9	burn	ppt	burn__ppt	"To cause to undergo combustion. Especially, to destroy by fire. ""burned the tras"	burnt	burned	no_cond	3	0.3128732144832611
